DatasetName,NumClusters,Double_Time,Hybrid_Time,Rel_Time,Improvement_%
SYNTH_C_30_F_50_n1000_000k_kmeans,100,1.5150556564331057,0.540873095820037,0.3569988293983959,64.30011706016042
SYNTH_C_5_F_50_n1000_000k_kmeans,100,1.5546014308929443,0.5994236140007464,0.38558025361937603,61.44197463806239
SYNTH_C_80_F_120_n1000_000k_kmeans,100,0.2062563896179199,0.42565181214983255,2.063702428508189,-106.37024285081893
