DatasetName,NumClusters,Single_Time,Hybrid_Time,Rel_Time,Improvement_%
SYNTH_C_30_F_50_n1000_000k_kmeans,100,84.9744805608477,242.51435652188957,2.853966919494521,-185.39669194945213
SYNTH_C_5_F_50_n1000_000k_kmeans,100,84.48591259547642,233.38342542658626,2.762394560902005,-176.23945609020052
SYNTH_C_80_F_120_n1000_000k_kmeans,100,161.14016130992346,405.2702909483009,2.5150172846658507,-151.5017284665851
