DatasetName,NumClusters,Double_Inertia,Hybrid_Inertia,Rel_Inertia,Improvement_%
SYNTH_C_30_F_50_n1000_000k_kmeans,100,48826569.20259518,52520713.770737484,1.0756584914417038,-7.565849144170373
SYNTH_C_5_F_50_n1000_000k_kmeans,100,46180367.28106654,54321921.45517981,1.1762990347080073,-17.629903470800727
SYNTH_C_80_F_120_n1000_000k_kmeans,100,444374558.21427214,444374455.7487055,0.9999997694162172,2.3058378284952162e-05
