DatasetName,DatasetSize,NumClusters,NumFeatures,Suite,SweepVal,Mode,SwitchIter,Time,Memory_MB,ARI,DBI,Inertia,CenterDiff
SYNTH_K5_n100k,100000,5,3,A,0.0,Double,300.0,0.03954148292541504,0.9993003326545563,0.40468016243657584,2.4,298454.1482279201,0.0
SYNTH_K5_n100k,100000,5,3,A,0.0,AdaptiveHybrid,7.0,0.11023950576782227,3.5999999999999996,0.9992753541554531,0.4046751739594182,298455.5172880626,0.01318008421833789
SYNTH_K5_n100k,100000,5,3,A,0.0,Double,300.0,0.04308366775512695,0.9993003326545563,0.40468016243657584,2.4,298454.1482279201,0.0
SYNTH_K5_n100k,100000,5,3,A,0.0,AdaptiveHybrid,2.0,0.07510161399841309,3.5999999999999996,0.9992753541554531,0.4046751739594182,298454.1470726929,0.012627888872941544
SYNTH_K5_n100k,100000,5,3,A,0.0,Double,300.0,0.055564165115356445,0.9992753541554531,0.4046751739594182,2.4,298454.1470726929,0.0
SYNTH_K5_n100k,100000,5,3,A,0.0,AdaptiveHybrid,3.0,0.07715821266174316,3.5999999999999996,0.9992753541554531,0.4046751739594182,298454.1470726929,0.009643342897300754
SYNTH_K5_n100k,100000,5,3,B,0.1,Double,0.07982325553894043,0.9992753541554531,1000.0,0.4046751739594182,2.4,298455.8404837601,0.0
SYNTH_K5_n100k,100000,5,3,B,0.1,AdaptiveHybrid,6.0,0.08296871185302734,3.5999999999999996,0.9993003326545563,0.40468016243657584,298454.7296475068,0.008548698157631308
SYNTH_K5_n100k,100000,5,3,B,0.1,Double,0.05974888801574707,0.9993003326545563,1000.0,0.40468016243657584,2.4,298456.0681562379,0.0
SYNTH_K5_n100k,100000,5,3,B,0.1,AdaptiveHybrid,10.0,0.0789945125579834,3.5999999999999996,0.9992753541554531,0.4046751739594182,298454.1470726929,0.009110709301473828
SYNTH_K5_n100k,100000,5,3,B,0.1,Double,0.06467103958129883,0.9993003326545563,1000.0,0.40468016243657584,2.4,298455.63973493973,0.0
SYNTH_K5_n100k,100000,5,3,B,0.1,AdaptiveHybrid,12.0,0.1007394790649414,3.5999999999999996,0.9993003326545563,0.40468016243657584,298454.1482279201,3.8558986053961314e-05
SYNTH_K5_n100k,100000,5,3,B,0.001,Double,0.08082795143127441,0.9992753541554531,1000.0,0.4046751739594182,2.4,298454.3659412451,0.0
SYNTH_K5_n100k,100000,5,3,B,0.001,AdaptiveHybrid,5.0,0.10745978355407715,3.5999999999999996,0.9992753541554531,0.4046751739594182,298454.1470726929,0.015449859685149983
SYNTH_K5_n100k,100000,5,3,B,0.001,Double,0.05197954177856445,0.9992753541554531,1000.0,0.4046751739594182,2.4,298454.1470726929,0.0
SYNTH_K5_n100k,100000,5,3,B,0.001,AdaptiveHybrid,1.0,0.06958341598510742,3.5999999999999996,0.9992753541554531,0.4046751739594182,298454.1470726929,0.015223747526684941
SYNTH_K5_n100k,100000,5,3,B,0.001,Double,0.04679584503173828,0.9993003326545563,1000.0,0.40468016243657584,2.4,298454.8494463348,0.0
SYNTH_K5_n100k,100000,5,3,B,0.001,AdaptiveHybrid,10.0,0.08757519721984863,3.5999999999999996,0.9992753541554531,0.4046751739594182,298455.01866896753,0.011983077858720059
SYNTH_K5_n100k,100000,5,3,A,50.0,Double,300.0,0.026680946350097656,0.9992753541554531,0.4046751739594182,2.4,298455.0481351833,0.0
SYNTH_K5_n100k,100000,5,3,A,50.0,AdaptiveHybrid,6.0,0.07330870628356934,3.5999999999999996,0.9993003326545563,0.40468016243657584,298454.1482279201,0.01020506437602602
SYNTH_K5_n100k,100000,5,3,A,50.0,Double,300.0,0.04456734657287598,0.9992753541554531,0.4046751739594182,2.4,298466.19795282575,0.0
SYNTH_K5_n100k,100000,5,3,A,50.0,AdaptiveHybrid,11.0,0.11431741714477539,3.5999999999999996,0.9993003326545563,0.40468016243657584,298454.14822791977,0.007230575141141464
SYNTH_K5_n100k,100000,5,3,A,50.0,Double,300.0,0.03487563133239746,0.9993003326545563,0.40468016243657584,2.4,298459.1542192238,0.0
SYNTH_K5_n100k,100000,5,3,A,50.0,AdaptiveHybrid,7.0,0.10877394676208496,3.5999999999999996,0.9992753541554531,0.4046751739594182,298455.38150341634,0.012836740145221483
SYNTH_K5_n100k,100000,5,3,B,0.1,Double,0.04233837127685547,0.9992753541554531,1000.0,0.4046751739594182,2.4,298454.1470726929,0.0
SYNTH_K5_n100k,100000,5,3,B,0.1,AdaptiveHybrid,1.0,0.07727408409118652,3.5999999999999996,0.9992753541554531,0.4046751739594182,298454.1470726929,0.015724581026801566
SYNTH_K5_n100k,100000,5,3,B,0.1,Double,0.05996084213256836,0.9992753541554531,1000.0,0.4046751739594182,2.4,298454.45830490475,0.0
SYNTH_K5_n100k,100000,5,3,B,0.1,AdaptiveHybrid,1.0,0.0822150707244873,3.5999999999999996,0.9993003326545563,0.40468016243657584,298454.1482279201,3.8558986053961314e-05
SYNTH_K5_n100k,100000,5,3,B,0.1,Double,0.05057024955749512,0.9992753541554531,1000.0,0.4046751739594182,2.4,298454.1470726929,0.0
SYNTH_K5_n100k,100000,5,3,B,0.1,AdaptiveHybrid,3.0,0.08521485328674316,3.5999999999999996,0.9993003326545563,0.40468016243657584,298457.3759042022,0.012717025274992598
SYNTH_K5_n100k,100000,5,3,B,0.001,Double,0.04772019386291504,0.9993003326545563,1000.0,0.40468016243657584,2.4,298454.1482279201,0.0
