dataset,repeat,approach,penalty,alpha,lambda,solver,max_iter,max_iter_single,tol,time_sec,iters_single,iters_double,roc_auc,pr_auc,logloss,C,error
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,400.0,1e-06,0.048730347072705626,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,400.0,1e-06,0.536866043927148,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,hybrid(f32→f64),l2,0.0,0.0001,lbfgs,10000,400.0,1e-06,0.5531115910271183,9.0,98.0,0.8555512039567847,0.8622999673923305,0.458156850071837,,
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,500.0,1e-06,0.04802089498843998,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,500.0,1e-06,0.5190918439766392,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,hybrid(f32→f64),l2,0.0,0.0001,lbfgs,10000,500.0,1e-06,0.5536019069841132,9.0,98.0,0.8555512039567847,0.8622999673923305,0.458156850071837,,
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,800.0,1e-06,0.04877318092621863,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,800.0,1e-06,0.5252038800390437,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,hybrid(f32→f64),l2,0.0,0.0001,lbfgs,10000,800.0,1e-06,0.5595763659803197,9.0,98.0,0.8555512039567847,0.8622999673923305,0.458156850071837,,
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,1000.0,1e-06,0.052193428040482104,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,1000.0,1e-06,0.5229516420513391,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,hybrid(f32→f64),l2,0.0,0.0001,lbfgs,10000,1000.0,1e-06,0.555564597947523,9.0,98.0,0.8555512039567847,0.8622999673923305,0.458156850071837,,
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,2000.0,1e-06,0.04824741801712662,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,2000.0,1e-06,0.5206169120501727,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,hybrid(f32→f64),l2,0.0,0.0001,lbfgs,10000,2000.0,1e-06,0.5558958490146324,9.0,98.0,0.8555512039567847,0.8622999673923305,0.458156850071837,,
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,3000.0,1e-06,0.04814955196343362,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,3000.0,1e-06,0.5339083820581436,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,hybrid(f32→f64),l2,0.0,0.0001,lbfgs,10000,3000.0,1e-06,0.5652619330212474,9.0,98.0,0.8555512039567847,0.8622999673923305,0.458156850071837,,
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,4000.0,1e-06,0.08884104900062084,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,4000.0,1e-06,0.7719264009501785,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,hybrid(f32→f64),l2,0.0,0.0001,lbfgs,10000,4000.0,1e-06,0.6578430070076138,9.0,98.0,0.8555512039567847,0.8622999673923305,0.458156850071837,,
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,5000.0,1e-06,0.04905210610013455,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,5000.0,1e-06,0.5623974330956116,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,hybrid(f32→f64),l2,0.0,0.0001,lbfgs,10000,5000.0,1e-06,0.5604726020246744,9.0,98.0,0.8555512039567847,0.8622999673923305,0.458156850071837,,
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,6000.0,1e-06,0.04820622003171593,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,6000.0,1e-06,0.5607390609802678,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,hybrid(f32→f64),l2,0.0,0.0001,lbfgs,10000,6000.0,1e-06,0.5571791580878198,9.0,98.0,0.8555512039567847,0.8622999673923305,0.458156850071837,,
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,7000.0,1e-06,0.048553249915130436,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,7000.0,1e-06,0.5207986270543188,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,hybrid(f32→f64),l2,0.0,0.0001,lbfgs,10000,7000.0,1e-06,0.5658224079525098,9.0,98.0,0.8555512039567847,0.8622999673923305,0.458156850071837,,
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,8000.0,1e-06,0.04928571998607367,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,8000.0,1e-06,0.6430766959674656,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,hybrid(f32→f64),l2,0.0,0.0001,lbfgs,10000,8000.0,1e-06,0.658601404982619,9.0,98.0,0.8555512039567847,0.8622999673923305,0.458156850071837,,
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,9000.0,1e-06,0.048789608059450984,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,9000.0,1e-06,0.5260335840284824,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,hybrid(f32→f64),l2,0.0,0.0001,lbfgs,10000,9000.0,1e-06,0.5556866620900109,9.0,98.0,0.8555512039567847,0.8622999673923305,0.458156850071837,,
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,0.0,1e-08,0.07518238900229335,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,0.0,1e-08,0.535098387976177,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,ERROR,l2,0.0,0.0001,lbfgs,10000,,1e-08,,,,,,,,Option 'optim iteration limit': value out-of-bounds
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,200.0,1e-08,0.060954518034122884,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,200.0,1e-08,0.5308157230028883,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,hybrid(f32→f64),l2,0.0,0.0001,lbfgs,10000,200.0,1e-08,0.5637303210096434,9.0,98.0,0.8555512039567847,0.8622999673923305,0.458156850071837,,
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,400.0,1e-08,0.049102318938821554,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,400.0,1e-08,0.5484196509933099,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,hybrid(f32→f64),l2,0.0,0.0001,lbfgs,10000,400.0,1e-08,0.6769733240362257,9.0,98.0,0.8555512039567847,0.8622999673923305,0.458156850071837,,
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,500.0,1e-08,0.08430924906861037,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,500.0,1e-08,0.6730093420483172,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,hybrid(f32→f64),l2,0.0,0.0001,lbfgs,10000,500.0,1e-08,0.6024995259940624,9.0,98.0,0.8555512039567847,0.8622999673923305,0.458156850071837,,
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,800.0,1e-08,0.05831734405364841,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,800.0,1e-08,0.5324728129198775,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,hybrid(f32→f64),l2,0.0,0.0001,lbfgs,10000,800.0,1e-08,0.5545188570395112,9.0,98.0,0.8555512039567847,0.8622999673923305,0.458156850071837,,
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,1000.0,1e-08,0.04825692600570619,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,1000.0,1e-08,0.5294639120111242,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,hybrid(f32→f64),l2,0.0,0.0001,lbfgs,10000,1000.0,1e-08,0.5710660880431533,9.0,98.0,0.8555512039567847,0.8622999673923305,0.458156850071837,,
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,2000.0,1e-08,0.04931206302717328,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,2000.0,1e-08,0.5424711280502379,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,hybrid(f32→f64),l2,0.0,0.0001,lbfgs,10000,2000.0,1e-08,0.5824712630128488,9.0,98.0,0.8555512039567847,0.8622999673923305,0.458156850071837,,
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,3000.0,1e-08,0.048625880968756974,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,3000.0,1e-08,0.5217934210086241,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,hybrid(f32→f64),l2,0.0,0.0001,lbfgs,10000,3000.0,1e-08,0.5525170270120725,9.0,98.0,0.8555512039567847,0.8622999673923305,0.458156850071837,,
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,4000.0,1e-08,0.04817550699226558,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,4000.0,1e-08,0.5248802779242396,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,hybrid(f32→f64),l2,0.0,0.0001,lbfgs,10000,4000.0,1e-08,0.5531639660475776,9.0,98.0,0.8555512039567847,0.8622999673923305,0.458156850071837,,
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,5000.0,1e-08,0.051467870944179595,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,5000.0,1e-08,0.5234083330724388,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,hybrid(f32→f64),l2,0.0,0.0001,lbfgs,10000,5000.0,1e-08,0.5534883930813521,9.0,98.0,0.8555512039567847,0.8622999673923305,0.458156850071837,,
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,6000.0,1e-08,0.0489323060028255,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,6000.0,1e-08,0.5340635830070823,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,hybrid(f32→f64),l2,0.0,0.0001,lbfgs,10000,6000.0,1e-08,0.5593000010121614,9.0,98.0,0.8555512039567847,0.8622999673923305,0.458156850071837,,
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,7000.0,1e-08,0.0890434910543263,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,7000.0,1e-08,0.6258636200800538,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,hybrid(f32→f64),l2,0.0,0.0001,lbfgs,10000,7000.0,1e-08,0.6798414320219308,9.0,98.0,0.8555512039567847,0.8622999673923305,0.458156850071837,,
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,8000.0,1e-08,0.0517297649057582,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,8000.0,1e-08,0.5261747690383345,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,hybrid(f32→f64),l2,0.0,0.0001,lbfgs,10000,8000.0,1e-08,0.5557638589525595,9.0,98.0,0.8555512039567847,0.8622999673923305,0.458156850071837,,
susy,1,single(f32),l2,0.0,0.0001,lbfgs,10000,9000.0,1e-08,0.050891773076727986,9.0,,0.8508293113145958,0.857371390613723,0.4662744862651188,,
susy,1,double(f64),l2,0.0,0.0001,lbfgs,10000,9000.0,1e-08,0.535791392903775,0.0,99.0,0.8555443306380905,0.86230043236318,0.4581591000080782,,
susy,1,hybrid(f32→f64),l2,0.0,0.0001,lbfgs,10000,9000.0,1e-08,0.5562271160306409,9.0,98.0,0.8555512039567847,0.8622999673923305,0.458156850071837,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,0.0,0.01,0.04857864300720394,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,0.0,0.01,0.5017132100183517,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,ERROR,l2,0.0,1e-06,lbfgs,10000,,0.01,,,,,,,,Option 'optim iteration limit': value out-of-bounds
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,200.0,0.01,0.04840205400250852,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,200.0,0.01,0.4849394920747727,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,200.0,0.01,0.5843819050351158,9.0,102.0,0.8555477061010668,0.8623042262454369,0.45815131376410906,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,400.0,0.01,0.04890203895047307,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,400.0,0.01,0.4833075929200277,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,400.0,0.01,0.5890759719768539,9.0,102.0,0.8555477061010668,0.8623042262454369,0.45815131376410906,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,500.0,0.01,0.04812793806195259,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,500.0,0.01,0.5210115859517828,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,500.0,0.01,0.5898475990397856,9.0,102.0,0.8555477061010668,0.8623042262454369,0.45815131376410906,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,800.0,0.01,0.04856066300999373,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,800.0,0.01,0.5087240919237956,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,800.0,0.01,0.6090481278952211,9.0,102.0,0.8555477061010668,0.8623042262454369,0.45815131376410906,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,1000.0,0.01,0.04845933394972235,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,1000.0,0.01,0.49076562200207263,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,1000.0,0.01,0.76896360097453,9.0,102.0,0.8555477061010668,0.8623042262454369,0.45815131376410906,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,2000.0,0.01,0.06343387300148606,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,2000.0,0.01,0.6006543339462951,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,2000.0,0.01,0.6168235020013526,9.0,102.0,0.8555477061010668,0.8623042262454369,0.45815131376410906,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,3000.0,0.01,0.04921430698595941,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,3000.0,0.01,0.5161322200438008,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,3000.0,0.01,0.6528573230607435,9.0,102.0,0.8555477061010668,0.8623042262454369,0.45815131376410906,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,4000.0,0.01,0.04988334293011576,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,4000.0,0.01,0.5021485589677468,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,4000.0,0.01,0.6037911410676315,9.0,102.0,0.8555477061010668,0.8623042262454369,0.45815131376410906,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,5000.0,0.01,0.049907120992429554,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,5000.0,0.01,0.5052061770111322,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,5000.0,0.01,0.6090396019862965,9.0,102.0,0.8555477061010668,0.8623042262454369,0.45815131376410906,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,6000.0,0.01,0.05272013891953975,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,6000.0,0.01,0.5114921070635319,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,6000.0,0.01,0.5977229130221531,9.0,102.0,0.8555477061010668,0.8623042262454369,0.45815131376410906,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,7000.0,0.01,0.04837210604455322,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,7000.0,0.01,0.4851783550111577,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,7000.0,0.01,0.5865592480404302,9.0,102.0,0.8555477061010668,0.8623042262454369,0.45815131376410906,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,8000.0,0.01,0.04847469797823578,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,8000.0,0.01,0.49139331409242004,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,8000.0,0.01,0.6010121880099177,9.0,102.0,0.8555477061010668,0.8623042262454369,0.45815131376410906,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,9000.0,0.01,0.04905689996667206,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,9000.0,0.01,0.5241432120092213,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,9000.0,0.01,0.6039351560175419,9.0,102.0,0.8555477061010668,0.8623042262454369,0.45815131376410906,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,0.0,0.0001,0.08650137204676867,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,0.0,0.0001,0.540063678054139,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,ERROR,l2,0.0,1e-06,lbfgs,10000,,0.0001,,,,,,,,Option 'optim iteration limit': value out-of-bounds
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,200.0,0.0001,0.07923640904482454,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,200.0,0.0001,0.5717116160085425,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,200.0,0.0001,0.6210135030560195,9.0,102.0,0.8555477061010668,0.8623042262454369,0.45815131376410906,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,400.0,0.0001,0.04973216203507036,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,400.0,0.0001,0.5162936969427392,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,400.0,0.0001,0.5988871949957684,9.0,102.0,0.8555477061010668,0.8623042262454369,0.45815131376410906,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,500.0,0.0001,0.048369300086051226,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,500.0,0.0001,0.48991440201643854,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,500.0,0.0001,0.6003756590653211,9.0,102.0,0.8555477061010668,0.8623042262454369,0.45815131376410906,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,800.0,0.0001,0.04803190194070339,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,800.0,0.0001,0.49527734506409615,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,800.0,0.0001,0.6119563520187512,9.0,102.0,0.8555477061010668,0.8623042262454369,0.45815131376410906,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,1000.0,0.0001,0.04944583505857736,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,1000.0,0.0001,0.513698206981644,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,1000.0,0.0001,0.6419981509679928,9.0,102.0,0.8555477061010668,0.8623042262454369,0.45815131376410906,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,2000.0,0.0001,0.05037068098317832,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,2000.0,0.0001,0.5265389960259199,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,2000.0,0.0001,0.6750853779958561,9.0,102.0,0.8555477061010668,0.8623042262454369,0.45815131376410906,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,3000.0,0.0001,0.06743996404111385,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,3000.0,0.0001,0.5138084890786558,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,3000.0,0.0001,0.618503407924436,9.0,102.0,0.8555477061010668,0.8623042262454369,0.45815131376410906,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,4000.0,0.0001,0.04999501502607018,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,4000.0,0.0001,0.5255096709588543,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,4000.0,0.0001,0.8100389280589297,9.0,102.0,0.8555477061010668,0.8623042262454369,0.45815131376410906,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,5000.0,0.0001,0.07544810394756496,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,5000.0,0.0001,0.5872042289702222,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,5000.0,0.0001,0.63744472397957,9.0,102.0,0.8555477061010668,0.8623042262454369,0.45815131376410906,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,6000.0,0.0001,0.04905415792018175,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,6000.0,0.0001,0.5016344219911844,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,6000.0,0.0001,0.6014228590065613,9.0,102.0,0.8555477061010668,0.8623042262454369,0.45815131376410906,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,7000.0,0.0001,0.049378721974790096,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,7000.0,0.0001,0.5109004540136084,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,7000.0,0.0001,0.6033533740555868,9.0,102.0,0.8555477061010668,0.8623042262454369,0.45815131376410906,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,8000.0,0.0001,0.05048488499596715,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,8000.0,0.0001,0.5124910610029474,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
susy,1,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,8000.0,0.0001,0.5983239529887214,9.0,102.0,0.8555477061010668,0.8623042262454369,0.45815131376410906,,
susy,1,single(f32),l2,0.0,1e-06,lbfgs,10000,9000.0,0.0001,0.04909615602809936,9.0,,0.8508293048728726,0.8573713749621503,0.46627448520371667,,
susy,1,double(f64),l2,0.0,1e-06,lbfgs,10000,9000.0,0.0001,0.504506993922405,0.0,92.0,0.8555510235885341,0.8622946723706789,0.45817145500437384,,
