dataset,repeat,approach,penalty,alpha,lambda,solver,max_iter,max_iter_single,tol,time_sec,iters_single,iters_double,roc_auc,pr_auc,logloss,C,error
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,1000.0,0.0001,0.5635890419362113,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,2000.0,0.0001,0.04900186799932271,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,2000.0,0.0001,0.5042466609738767,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,2000.0,0.0001,0.5405438649468124,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,3000.0,0.0001,0.04974439297802746,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,3000.0,0.0001,0.5211345099378377,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,3000.0,0.0001,0.5426988420076668,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,4000.0,0.0001,0.048700283048674464,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,4000.0,0.0001,0.49254236894194037,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,4000.0,0.0001,0.5340663610259071,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,5000.0,0.0001,0.04924624296836555,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,5000.0,0.0001,0.49876473704352975,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,5000.0,0.0001,0.521451927954331,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,6000.0,0.0001,0.050327343051321805,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,6000.0,0.0001,0.5071698309620842,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,6000.0,0.0001,0.7195783950155601,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,7000.0,0.0001,0.08158620202448219,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,7000.0,0.0001,0.6234697629697621,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,7000.0,0.0001,0.6017519989982247,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,8000.0,0.0001,0.049668341991491616,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,8000.0,0.0001,0.5078414079034701,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,8000.0,0.0001,0.5273304419824854,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,9000.0,0.0001,0.048819634946994483,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,9000.0,0.0001,0.500066899927333,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,9000.0,0.0001,0.5332013720180839,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,0.0,1e-06,0.04978571098763496,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,0.0,1e-06,0.49627400806639344,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,ERROR,l2,0.0,1e-06,lbfgs,10000,,1e-06,,,,,,,,Option 'optim iteration limit': value out-of-bounds
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,200.0,1e-06,0.04944830702152103,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,200.0,1e-06,0.5096521060913801,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,200.0,1e-06,0.5323959400411695,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,400.0,1e-06,0.05171260703355074,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,400.0,1e-06,0.5051552229560912,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,400.0,1e-06,0.535222587059252,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,500.0,1e-06,0.049366818042472005,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,500.0,1e-06,0.5247283919015899,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,500.0,1e-06,0.5582119920291007,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,800.0,1e-06,0.050007957033813,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,800.0,1e-06,0.5276116250315681,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,800.0,1e-06,0.5493011650396511,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,1000.0,1e-06,0.05019734997767955,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,1000.0,1e-06,0.6693857290083542,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,1000.0,1e-06,0.6435452159494162,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,2000.0,1e-06,0.07808139303233474,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,2000.0,1e-06,0.563513430999592,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,2000.0,1e-06,0.5620760379824787,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,3000.0,1e-06,0.04885110503528267,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,3000.0,1e-06,0.5002850599121302,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,3000.0,1e-06,0.5233283810084686,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,4000.0,1e-06,0.04797771503217518,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,4000.0,1e-06,0.5119978860020638,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,4000.0,1e-06,0.5312148520024493,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,5000.0,1e-06,0.048844740027561784,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,5000.0,1e-06,0.52375358203426,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,5000.0,1e-06,0.5242563000647351,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,6000.0,1e-06,0.0677927330834791,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,6000.0,1e-06,0.49515058600809425,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,6000.0,1e-06,0.5241249810205773,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,7000.0,1e-06,0.048867806093767285,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,7000.0,1e-06,0.49082454305607826,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,7000.0,1e-06,0.5212547059636563,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,8000.0,1e-06,0.04891543905250728,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,8000.0,1e-06,0.5031272610649467,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,8000.0,1e-06,0.5696127549745142,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,9000.0,1e-06,0.048779736971482635,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,9000.0,1e-06,0.5062263200525194,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,9000.0,1e-06,0.7191152200102806,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,0.0,1e-08,0.05952191608957946,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,0.0,1e-08,0.5853025520918891,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,ERROR,l2,0.0,1e-06,lbfgs,10000,,1e-08,,,,,,,,Option 'optim iteration limit': value out-of-bounds
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,200.0,1e-08,0.050036973087117076,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,200.0,1e-08,0.5356552229495719,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,200.0,1e-08,0.5664473799988627,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,400.0,1e-08,0.04988496995065361,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,400.0,1e-08,0.4991466919891536,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,400.0,1e-08,0.5269265139941126,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,500.0,1e-08,0.04883831494953483,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,500.0,1e-08,0.49321741599123925,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,500.0,1e-08,0.5199633419979364,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,800.0,1e-08,0.04979687603190541,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,800.0,1e-08,0.49331556097604334,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,800.0,1e-08,0.5236463639885187,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,1000.0,1e-08,0.04898412793409079,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,1000.0,1e-08,0.4998297659913078,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,1000.0,1e-08,0.5262688730144873,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,2000.0,1e-08,0.05045901995617896,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,2000.0,1e-08,0.49244022101629525,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,2000.0,1e-08,0.5320563340792432,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,3000.0,1e-08,0.049397349008359015,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,3000.0,1e-08,0.48801306006498635,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,3000.0,1e-08,0.5225920520024374,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,4000.0,1e-08,0.047888608067296445,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,4000.0,1e-08,0.6409656970063224,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,4000.0,1e-08,0.6412475550314412,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,5000.0,1e-08,0.07830063998699188,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,5000.0,1e-08,0.5456358910305426,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,5000.0,1e-08,0.5651361719937995,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,6000.0,1e-08,0.07671300892252475,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,6000.0,1e-08,0.5454360389849171,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,6000.0,1e-08,0.5208409779006615,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,7000.0,1e-08,0.048759485012851655,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,7000.0,1e-08,0.4994518159655854,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,7000.0,1e-08,0.5301021840423346,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,8000.0,1e-08,0.04874272004235536,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,8000.0,1e-08,0.49142119800671935,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,8000.0,1e-08,0.5393631010083482,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-06,lbfgs,10000,9000.0,1e-08,0.049364987993612885,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-06,lbfgs,10000,9000.0,1e-08,0.5266526329796761,0.0,99.0,0.8578805504045388,0.8634146750120639,0.4570176239614247,,
susy,0,hybrid(f32→f64),l2,0.0,1e-06,lbfgs,10000,9000.0,1e-08,0.5356587839778513,9.0,90.0,0.8578971120749819,0.8634257233995525,0.4570157427937465,,
susy,0,single(f32),l2,0.0,1e-08,lbfgs,10000,0.0,0.01,0.06421931798104197,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-08,lbfgs,10000,0.0,0.01,0.5103695640573278,0.0,96.0,0.8578872433549825,0.8634189030571706,0.45702172687956294,,
susy,0,ERROR,l2,0.0,1e-08,lbfgs,10000,,0.01,,,,,,,,Option 'optim iteration limit': value out-of-bounds
susy,0,single(f32),l2,0.0,1e-08,lbfgs,10000,200.0,0.01,0.04925478994846344,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-08,lbfgs,10000,200.0,0.01,0.4854995529167354,0.0,96.0,0.8578872433549825,0.8634189030571706,0.45702172687956294,,
susy,0,hybrid(f32→f64),l2,0.0,1e-08,lbfgs,10000,200.0,0.01,0.5240820019971579,9.0,90.0,0.8578968672894989,0.8634256154697528,0.4570157120587672,,
susy,0,single(f32),l2,0.0,1e-08,lbfgs,10000,400.0,0.01,0.049053288996219635,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-08,lbfgs,10000,400.0,0.01,0.5043464970076457,0.0,96.0,0.8578872433549825,0.8634189030571706,0.45702172687956294,,
susy,0,hybrid(f32→f64),l2,0.0,1e-08,lbfgs,10000,400.0,0.01,0.5233129860134795,9.0,90.0,0.8578968672894989,0.8634256154697528,0.4570157120587672,,
susy,0,single(f32),l2,0.0,1e-08,lbfgs,10000,500.0,0.01,0.051917636999860406,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-08,lbfgs,10000,500.0,0.01,0.534235363942571,0.0,96.0,0.8578872433549825,0.8634189030571706,0.45702172687956294,,
susy,0,hybrid(f32→f64),l2,0.0,1e-08,lbfgs,10000,500.0,0.01,0.6902866339078173,9.0,90.0,0.8578968672894989,0.8634256154697528,0.4570157120587672,,
susy,0,single(f32),l2,0.0,1e-08,lbfgs,10000,800.0,0.01,0.07891533896327019,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-08,lbfgs,10000,800.0,0.01,0.5378677850821987,0.0,96.0,0.8578872433549825,0.8634189030571706,0.45702172687956294,,
susy,0,hybrid(f32→f64),l2,0.0,1e-08,lbfgs,10000,800.0,0.01,0.5250119409756735,9.0,90.0,0.8578968672894989,0.8634256154697528,0.4570157120587672,,
susy,0,single(f32),l2,0.0,1e-08,lbfgs,10000,1000.0,0.01,0.048556555062532425,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-08,lbfgs,10000,1000.0,0.01,0.482217957964167,0.0,96.0,0.8578872433549825,0.8634189030571706,0.45702172687956294,,
susy,0,hybrid(f32→f64),l2,0.0,1e-08,lbfgs,10000,1000.0,0.01,0.5272659580223262,9.0,90.0,0.8578968672894989,0.8634256154697528,0.4570157120587672,,
susy,0,single(f32),l2,0.0,1e-08,lbfgs,10000,2000.0,0.01,0.04825156996957958,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-08,lbfgs,10000,2000.0,0.01,0.4818551311036572,0.0,96.0,0.8578872433549825,0.8634189030571706,0.45702172687956294,,
susy,0,hybrid(f32→f64),l2,0.0,1e-08,lbfgs,10000,2000.0,0.01,0.5186399549711496,9.0,90.0,0.8578968672894989,0.8634256154697528,0.4570157120587672,,
susy,0,single(f32),l2,0.0,1e-08,lbfgs,10000,3000.0,0.01,0.050161585910245776,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-08,lbfgs,10000,3000.0,0.01,0.4966007659677416,0.0,96.0,0.8578872433549825,0.8634189030571706,0.45702172687956294,,
susy,0,hybrid(f32→f64),l2,0.0,1e-08,lbfgs,10000,3000.0,0.01,0.5477362920064479,9.0,90.0,0.8578968672894989,0.8634256154697528,0.4570157120587672,,
susy,0,single(f32),l2,0.0,1e-08,lbfgs,10000,4000.0,0.01,0.04940367303788662,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-08,lbfgs,10000,4000.0,0.01,0.4905154090374708,0.0,96.0,0.8578872433549825,0.8634189030571706,0.45702172687956294,,
susy,0,hybrid(f32→f64),l2,0.0,1e-08,lbfgs,10000,4000.0,0.01,0.5741475949762389,9.0,90.0,0.8578968672894989,0.8634256154697528,0.4570157120587672,,
susy,0,single(f32),l2,0.0,1e-08,lbfgs,10000,5000.0,0.01,0.07217846997082233,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-08,lbfgs,10000,5000.0,0.01,0.538653958006762,0.0,96.0,0.8578872433549825,0.8634189030571706,0.45702172687956294,,
susy,0,hybrid(f32→f64),l2,0.0,1e-08,lbfgs,10000,5000.0,0.01,0.5428078060504049,9.0,90.0,0.8578968672894989,0.8634256154697528,0.4570157120587672,,
susy,0,single(f32),l2,0.0,1e-08,lbfgs,10000,6000.0,0.01,0.04865277896169573,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-08,lbfgs,10000,6000.0,0.01,0.481716513982974,0.0,96.0,0.8578872433549825,0.8634189030571706,0.45702172687956294,,
susy,0,hybrid(f32→f64),l2,0.0,1e-08,lbfgs,10000,6000.0,0.01,0.5254029500065371,9.0,90.0,0.8578968672894989,0.8634256154697528,0.4570157120587672,,
susy,0,single(f32),l2,0.0,1e-08,lbfgs,10000,7000.0,0.01,0.04922832304146141,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-08,lbfgs,10000,7000.0,0.01,0.581580193946138,0.0,96.0,0.8578872433549825,0.8634189030571706,0.45702172687956294,,
susy,0,hybrid(f32→f64),l2,0.0,1e-08,lbfgs,10000,7000.0,0.01,0.6423229139763862,9.0,90.0,0.8578968672894989,0.8634256154697528,0.4570157120587672,,
susy,0,single(f32),l2,0.0,1e-08,lbfgs,10000,8000.0,0.01,0.07999127404764295,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-08,lbfgs,10000,8000.0,0.01,0.5224253550404683,0.0,96.0,0.8578872433549825,0.8634189030571706,0.45702172687956294,,
susy,0,hybrid(f32→f64),l2,0.0,1e-08,lbfgs,10000,8000.0,0.01,0.5748761739814654,9.0,90.0,0.8578968672894989,0.8634256154697528,0.4570157120587672,,
susy,0,single(f32),l2,0.0,1e-08,lbfgs,10000,9000.0,0.01,0.0769611649448052,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-08,lbfgs,10000,9000.0,0.01,0.5241496399976313,0.0,96.0,0.8578872433549825,0.8634189030571706,0.45702172687956294,,
susy,0,hybrid(f32→f64),l2,0.0,1e-08,lbfgs,10000,9000.0,0.01,0.5560087478952482,9.0,90.0,0.8578968672894989,0.8634256154697528,0.4570157120587672,,
susy,0,single(f32),l2,0.0,1e-08,lbfgs,10000,0.0,0.0001,0.07651316304691136,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-08,lbfgs,10000,0.0,0.0001,0.5306561780162156,0.0,96.0,0.8578872433549825,0.8634189030571706,0.45702172687956294,,
susy,0,ERROR,l2,0.0,1e-08,lbfgs,10000,,0.0001,,,,,,,,Option 'optim iteration limit': value out-of-bounds
susy,0,single(f32),l2,0.0,1e-08,lbfgs,10000,200.0,0.0001,0.0500586120178923,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-08,lbfgs,10000,200.0,0.0001,0.4995998269878328,0.0,96.0,0.8578872433549825,0.8634189030571706,0.45702172687956294,,
susy,0,hybrid(f32→f64),l2,0.0,1e-08,lbfgs,10000,200.0,0.0001,0.5216302860062569,9.0,90.0,0.8578968672894989,0.8634256154697528,0.4570157120587672,,
susy,0,single(f32),l2,0.0,1e-08,lbfgs,10000,400.0,0.0001,0.04828253702726215,9.0,,0.8529442192375056,0.8580424376096725,0.4655052723684923,,
susy,0,double(f64),l2,0.0,1e-08,lbfgs,10000,400.0,0.0001,0.48236718005500734,0.0,96.0,0.8578872433549825,0.8634189030571706,0.45702172687956294,,
susy,0,hybrid(f32→f64),l2,0.0,1e-08,lbfgs,10000,400.0,0.0001,0.5280060189543292,9.0,90.0,0.8578968672894989,0.8634256154697528,0.4570157120587672,,
