dataset,repeat,approach,penalty,alpha,lambda,solver,max_iter,max_iter_single,tol,time_sec,iters_single,iters_double,roc_auc,pr_auc,logloss
uniform,0,double(f64),l2,0.0,0.01,lbfgs,10000,3000,0.001,4.7326716429088265,0,31.0,1.0,1.0000000000000002,8.847516180790455e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.01,lbfgs,10000,3000,0.001,5.735417808871716,27,7.0,1.0,1.0,9.102377381512982e-09
uniform,0,single(f32),l2,0.0,0.01,lbfgs,10000,5000,0.001,3.6887250700965524,27,,1.0,0.9999999999999998,3.1799905147148965e-08
uniform,0,double(f64),l2,0.0,0.01,lbfgs,10000,5000,0.001,4.720058948034421,0,31.0,1.0,1.0000000000000002,8.847516180790455e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.01,lbfgs,10000,5000,0.001,5.469620133051649,27,7.0,1.0,1.0,9.102377381512982e-09
uniform,0,single(f32),l2,0.0,0.01,lbfgs,10000,50,0.0001,3.738009060965851,27,,1.0,0.9999999999999998,3.1799905147148965e-08
uniform,0,double(f64),l2,0.0,0.01,lbfgs,10000,50,0.0001,5.082368073984981,0,32.0,1.0,1.0000000000000002,8.501920228182886e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.01,lbfgs,10000,50,0.0001,5.89562109997496,27,9.0,1.0,1.0,8.407506292749616e-09
uniform,0,single(f32),l2,0.0,0.01,lbfgs,10000,100,0.0001,3.918256379896775,27,,1.0,0.9999999999999998,3.1799905147148965e-08
uniform,0,double(f64),l2,0.0,0.01,lbfgs,10000,100,0.0001,4.867462493944913,0,32.0,1.0,1.0000000000000002,8.501920228182886e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.01,lbfgs,10000,100,0.0001,5.761809663148597,27,9.0,1.0,1.0,8.407506292749616e-09
uniform,0,single(f32),l2,0.0,0.01,lbfgs,10000,250,0.0001,3.821668652817607,27,,1.0,0.9999999999999998,3.1799905147148965e-08
uniform,0,double(f64),l2,0.0,0.01,lbfgs,10000,250,0.0001,5.2151632469613105,0,32.0,1.0,1.0000000000000002,8.501920228182886e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.01,lbfgs,10000,250,0.0001,6.12606988591142,27,9.0,1.0,1.0,8.407506292749616e-09
uniform,0,single(f32),l2,0.0,0.01,lbfgs,10000,500,0.0001,3.6695590398740023,27,,1.0,0.9999999999999998,3.1799905147148965e-08
uniform,0,double(f64),l2,0.0,0.01,lbfgs,10000,500,0.0001,4.843321990920231,0,32.0,1.0,1.0000000000000002,8.501920228182886e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.01,lbfgs,10000,500,0.0001,5.954627729952335,27,9.0,1.0,1.0,8.407506292749616e-09
uniform,0,single(f32),l2,0.0,0.01,lbfgs,10000,1000,0.0001,4.008566190022975,27,,1.0,0.9999999999999998,3.1799905147148965e-08
uniform,0,double(f64),l2,0.0,0.01,lbfgs,10000,1000,0.0001,5.032303962856531,0,32.0,1.0,1.0000000000000002,8.501920228182886e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.01,lbfgs,10000,1000,0.0001,5.866199434036389,27,9.0,1.0,1.0,8.407506292749616e-09
uniform,0,single(f32),l2,0.0,0.01,lbfgs,10000,3000,0.0001,3.6740060220472515,27,,1.0,0.9999999999999998,3.1799905147148965e-08
uniform,0,double(f64),l2,0.0,0.01,lbfgs,10000,3000,0.0001,4.806456566089764,0,32.0,1.0,1.0000000000000002,8.501920228182886e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.01,lbfgs,10000,3000,0.0001,5.68251796416007,27,9.0,1.0,1.0,8.407506292749616e-09
uniform,0,single(f32),l2,0.0,0.01,lbfgs,10000,5000,0.0001,3.820591107942164,27,,1.0,0.9999999999999998,3.1799905147148965e-08
uniform,0,double(f64),l2,0.0,0.01,lbfgs,10000,5000,0.0001,5.003291172906756,0,32.0,1.0,1.0000000000000002,8.501920228182886e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.01,lbfgs,10000,5000,0.0001,5.762590294005349,27,9.0,1.0,1.0,8.407506292749616e-09
uniform,0,single(f32),l2,0.0,0.01,lbfgs,10000,50,1e-06,3.7598389501217753,27,,1.0,0.9999999999999998,3.1799905147148965e-08
uniform,0,double(f64),l2,0.0,0.01,lbfgs,10000,50,1e-06,5.128899144940078,0,34.0,1.0,1.0,8.418637366188699e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.01,lbfgs,10000,50,1e-06,5.905036621028557,27,10.0,1.0,1.0,8.41076371052196e-09
uniform,0,single(f32),l2,0.0,0.01,lbfgs,10000,100,1e-06,3.8540609090123326,27,,1.0,0.9999999999999998,3.1799905147148965e-08
uniform,0,double(f64),l2,0.0,0.01,lbfgs,10000,100,1e-06,5.1557610291056335,0,34.0,1.0,1.0,8.418637366188699e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.01,lbfgs,10000,100,1e-06,6.186517056077719,27,10.0,1.0,1.0,8.41076371052196e-09
uniform,0,single(f32),l2,0.0,0.01,lbfgs,10000,250,1e-06,3.661965989973396,27,,1.0,0.9999999999999998,3.1799905147148965e-08
uniform,0,double(f64),l2,0.0,0.01,lbfgs,10000,250,1e-06,5.083870033966377,0,34.0,1.0,1.0,8.418637366188699e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.01,lbfgs,10000,250,1e-06,6.309225721983239,27,10.0,1.0,1.0,8.41076371052196e-09
uniform,0,single(f32),l2,0.0,0.01,lbfgs,10000,500,1e-06,3.8178976841736585,27,,1.0,0.9999999999999998,3.1799905147148965e-08
uniform,0,double(f64),l2,0.0,0.01,lbfgs,10000,500,1e-06,5.184318983927369,0,34.0,1.0,1.0,8.418637366188699e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.01,lbfgs,10000,500,1e-06,5.95346518792212,27,10.0,1.0,1.0,8.41076371052196e-09
uniform,0,single(f32),l2,0.0,0.01,lbfgs,10000,1000,1e-06,4.137204801896587,27,,1.0,0.9999999999999998,3.1799905147148965e-08
uniform,0,double(f64),l2,0.0,0.01,lbfgs,10000,1000,1e-06,5.138245275942609,0,34.0,1.0,1.0,8.418637366188699e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.01,lbfgs,10000,1000,1e-06,5.985879827989265,27,10.0,1.0,1.0,8.41076371052196e-09
uniform,0,single(f32),l2,0.0,0.01,lbfgs,10000,3000,1e-06,3.8920160089619458,27,,1.0,0.9999999999999998,3.1799905147148965e-08
uniform,0,double(f64),l2,0.0,0.01,lbfgs,10000,3000,1e-06,5.291863477788866,0,34.0,1.0,1.0,8.418637366188699e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.01,lbfgs,10000,3000,1e-06,6.142743695061654,27,10.0,1.0,1.0,8.41076371052196e-09
uniform,0,single(f32),l2,0.0,0.01,lbfgs,10000,5000,1e-06,3.8203948389273137,27,,1.0,0.9999999999999998,3.1799905147148965e-08
uniform,0,double(f64),l2,0.0,0.01,lbfgs,10000,5000,1e-06,5.151899285148829,0,34.0,1.0,1.0,8.418637366188699e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.01,lbfgs,10000,5000,1e-06,6.077206033980474,27,10.0,1.0,1.0,8.41076371052196e-09
uniform,0,single(f32),l2,0.0,0.01,lbfgs,10000,50,1e-08,3.7353989761322737,27,,1.0,0.9999999999999998,3.1799905147148965e-08
uniform,0,double(f64),l2,0.0,0.01,lbfgs,10000,50,1e-08,5.089879378909245,0,34.0,1.0,1.0,8.418637366188699e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.01,lbfgs,10000,50,1e-08,5.836491424124688,27,10.0,1.0,1.0,8.41076371052196e-09
uniform,0,single(f32),l2,0.0,0.01,lbfgs,10000,100,1e-08,3.7580261828843504,27,,1.0,0.9999999999999998,3.1799905147148965e-08
uniform,0,double(f64),l2,0.0,0.01,lbfgs,10000,100,1e-08,5.250958825927228,0,34.0,1.0,1.0,8.418637366188699e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.01,lbfgs,10000,100,1e-08,6.15811719908379,27,10.0,1.0,1.0,8.41076371052196e-09
uniform,0,single(f32),l2,0.0,0.01,lbfgs,10000,250,1e-08,3.957732578041032,27,,1.0,0.9999999999999998,3.1799905147148965e-08
uniform,0,double(f64),l2,0.0,0.01,lbfgs,10000,250,1e-08,5.136790812946856,0,34.0,1.0,1.0,8.418637366188699e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.01,lbfgs,10000,250,1e-08,5.861225413158536,27,10.0,1.0,1.0,8.41076371052196e-09
uniform,0,single(f32),l2,0.0,0.01,lbfgs,10000,500,1e-08,3.688208421925083,27,,1.0,0.9999999999999998,3.1799905147148965e-08
uniform,0,double(f64),l2,0.0,0.01,lbfgs,10000,500,1e-08,5.101885749027133,0,34.0,1.0,1.0,8.418637366188699e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.01,lbfgs,10000,500,1e-08,5.784300866071135,27,10.0,1.0,1.0,8.41076371052196e-09
uniform,0,single(f32),l2,0.0,0.01,lbfgs,10000,1000,1e-08,3.6888175059575588,27,,1.0,0.9999999999999998,3.1799905147148965e-08
uniform,0,double(f64),l2,0.0,0.01,lbfgs,10000,1000,1e-08,5.1297510848380625,0,34.0,1.0,1.0,8.418637366188699e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.01,lbfgs,10000,1000,1e-08,6.279495442984626,27,10.0,1.0,1.0,8.41076371052196e-09
uniform,0,single(f32),l2,0.0,0.01,lbfgs,10000,3000,1e-08,3.690250267041847,27,,1.0,0.9999999999999998,3.1799905147148965e-08
uniform,0,double(f64),l2,0.0,0.01,lbfgs,10000,3000,1e-08,5.264681620988995,0,34.0,1.0,1.0,8.418637366188699e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.01,lbfgs,10000,3000,1e-08,6.251848365878686,27,10.0,1.0,1.0,8.41076371052196e-09
uniform,0,single(f32),l2,0.0,0.01,lbfgs,10000,5000,1e-08,3.6598096459638327,27,,1.0,0.9999999999999998,3.1799905147148965e-08
uniform,0,double(f64),l2,0.0,0.01,lbfgs,10000,5000,1e-08,5.079312728019431,0,34.0,1.0,1.0,8.418637366188699e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.01,lbfgs,10000,5000,1e-08,5.932641116902232,27,10.0,1.0,1.0,8.41076371052196e-09
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,50,0.01,2.539711902849376,26,,1.0,1.0,7.756241862588925e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,50,0.01,3.928762179100886,0,26.0,1.0,1.0,7.75999570835862e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,50,0.01,3.19113172381185,26,0.0,1.0,1.0,7.756241862588925e-09
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,100,0.01,2.4661338729783893,26,,1.0,1.0,7.756241862588925e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,100,0.01,4.015407664002851,0,26.0,1.0,1.0,7.75999570835862e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,100,0.01,3.2932912709657103,26,0.0,1.0,1.0,7.756241862588925e-09
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,250,0.01,2.536630379036069,26,,1.0,1.0,7.756241862588925e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,250,0.01,4.037770294118673,0,26.0,1.0,1.0,7.75999570835862e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,250,0.01,3.3269452590029687,26,0.0,1.0,1.0,7.756241862588925e-09
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,500,0.01,2.4205425521358848,26,,1.0,1.0,7.756241862588925e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,500,0.01,4.271223424002528,0,26.0,1.0,1.0,7.75999570835862e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,500,0.01,4.2098535699769855,26,0.0,1.0,1.0,7.756241862588925e-09
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,1000,0.01,2.45675419899635,26,,1.0,1.0,7.756241862588925e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,1000,0.01,3.9238512970041484,0,26.0,1.0,1.0,7.75999570835862e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,1000,0.01,3.2797697549685836,26,0.0,1.0,1.0,7.756241862588925e-09
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,3000,0.01,2.6278261109255254,26,,1.0,1.0,7.756241862588925e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,3000,0.01,3.998892560135573,0,26.0,1.0,1.0,7.75999570835862e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,3000,0.01,3.245572063140571,26,0.0,1.0,1.0,7.756241862588925e-09
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,5000,0.01,2.4822300518862903,26,,1.0,1.0,7.756241862588925e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,5000,0.01,4.019345391076058,0,26.0,1.0,1.0,7.75999570835862e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,5000,0.01,3.5126015869900584,26,0.0,1.0,1.0,7.756241862588925e-09
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,50,0.001,2.924660403979942,28,,1.0,1.0,9.864315927877852e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,50,0.001,4.794534893007949,0,30.0,1.0,1.0,2.466887415662916e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,50,0.001,4.776288893073797,28,5.0,1.0,1.0,8.611536408177182e-10
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,100,0.001,2.9309516709763557,28,,1.0,1.0,9.864315927877852e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,100,0.001,4.64149452582933,0,30.0,1.0,1.0,2.466887415662916e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,100,0.001,4.494236264843494,28,5.0,1.0,1.0,8.611536408177182e-10
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,250,0.001,2.85892445477657,28,,1.0,1.0,9.864315927877852e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,250,0.001,4.591553128091618,0,30.0,1.0,1.0,2.466887415662916e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,250,0.001,4.3761607659980655,28,5.0,1.0,1.0,8.611536408177182e-10
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,500,0.001,3.1054936088621616,28,,1.0,1.0,9.864315927877852e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,500,0.001,4.680519622983411,0,30.0,1.0,1.0,2.466887415662916e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,500,0.001,5.015167995821685,28,5.0,1.0,1.0,8.611536408177182e-10
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,1000,0.001,2.777000751113519,28,,1.0,1.0,9.864315927877852e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,1000,0.001,4.59844915010035,0,30.0,1.0,1.0,2.466887415662916e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,1000,0.001,4.768166419118643,28,5.0,1.0,1.0,8.611536408177182e-10
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,3000,0.001,4.5380601938813925,28,,1.0,1.0,9.864315927877852e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,3000,0.001,4.823686145944521,0,30.0,1.0,1.0,2.466887415662916e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,3000,0.001,4.652245410950854,28,5.0,1.0,1.0,8.611536408177182e-10
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,5000,0.001,2.8652941801119596,28,,1.0,1.0,9.864315927877852e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,5000,0.001,4.784166211029515,0,30.0,1.0,1.0,2.466887415662916e-09
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,5000,0.001,4.469191142125055,28,5.0,1.0,1.0,8.611536408177182e-10
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,50,0.0001,2.8821237729862332,28,,1.0,1.0,9.864315927877852e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,50,0.0001,5.151318683056161,0,33.0,1.0,0.9999999999999999,9.88122294710585e-10
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,50,0.0001,4.830661516869441,28,7.0,1.0,1.0,1.0966544831999216e-09
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,100,0.0001,3.221411142963916,28,,1.0,1.0,9.864315927877852e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,100,0.0001,5.226479429053143,0,33.0,1.0,0.9999999999999999,9.88122294710585e-10
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,100,0.0001,4.720461077988148,28,7.0,1.0,1.0,1.0966544831999216e-09
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,250,0.0001,2.8404052031692117,28,,1.0,1.0,9.864315927877852e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,250,0.0001,5.136452741920948,0,33.0,1.0,0.9999999999999999,9.88122294710585e-10
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,250,0.0001,4.795186042087153,28,7.0,1.0,1.0,1.0966544831999216e-09
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,500,0.0001,2.860930988797918,28,,1.0,1.0,9.864315927877852e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,500,0.0001,5.224186084931716,0,33.0,1.0,0.9999999999999999,9.88122294710585e-10
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,500,0.0001,4.968229969032109,28,7.0,1.0,1.0,1.0966544831999216e-09
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,1000,0.0001,2.8276543321553618,28,,1.0,1.0,9.864315927877852e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,1000,0.0001,5.115820898907259,0,33.0,1.0,0.9999999999999999,9.88122294710585e-10
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,1000,0.0001,4.674451143946499,28,7.0,1.0,1.0,1.0966544831999216e-09
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,3000,0.0001,2.8800635440275073,28,,1.0,1.0,9.864315927877852e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,3000,0.0001,5.08991280104965,0,33.0,1.0,0.9999999999999999,9.88122294710585e-10
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,3000,0.0001,4.75724171102047,28,7.0,1.0,1.0,1.0966544831999216e-09
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,5000,0.0001,2.9896461870521307,28,,1.0,1.0,9.864315927877852e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,5000,0.0001,5.077622042037547,0,33.0,1.0,0.9999999999999999,9.88122294710585e-10
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,5000,0.0001,4.7530360838864,28,7.0,1.0,1.0,1.0966544831999216e-09
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,50,1e-06,2.8552697061095387,28,,1.0,1.0,9.864315927877852e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,50,1e-06,5.349711758084595,0,35.0,1.0,1.0,9.42538130700059e-10
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,50,1e-06,5.101416402962059,28,10.0,1.0,1.0,9.423383836418036e-10
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,100,1e-06,2.8464686260558665,28,,1.0,1.0,9.864315927877852e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,100,1e-06,5.321557431016117,0,35.0,1.0,1.0,9.42538130700059e-10
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,100,1e-06,5.532876404002309,28,10.0,1.0,1.0,9.423383836418036e-10
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,250,1e-06,2.955669431015849,28,,1.0,1.0,9.864315927877852e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,250,1e-06,5.4039399907924235,0,35.0,1.0,1.0,9.42538130700059e-10
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,250,1e-06,4.910348047036678,28,10.0,1.0,1.0,9.423383836418036e-10
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,500,1e-06,2.789649904007092,28,,1.0,1.0,9.864315927877852e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,500,1e-06,5.140302132815123,0,35.0,1.0,1.0,9.42538130700059e-10
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,500,1e-06,4.939271301031113,28,10.0,1.0,1.0,9.423383836418036e-10
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,1000,1e-06,3.0558801810257137,28,,1.0,1.0,9.864315927877852e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,1000,1e-06,5.347332508070394,0,35.0,1.0,1.0,9.42538130700059e-10
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,1000,1e-06,5.098921864060685,28,10.0,1.0,1.0,9.423383836418036e-10
uniform,0,single(f32),l2,0.0,0.001,lbfgs,10000,3000,1e-06,2.8731432200875133,28,,1.0,1.0,9.864315927877852e-09
uniform,0,double(f64),l2,0.0,0.001,lbfgs,10000,3000,1e-06,5.351115445140749,0,35.0,1.0,1.0,9.42538130700059e-10
uniform,0,hybrid(f32→f64),l2,0.0,0.001,lbfgs,10000,3000,1e-06,5.395818757126108,28,10.0,1.0,1.0,9.423383836418036e-10
