dataset,repeat,approach,penalty,alpha,lambda,C,solver,max_iter,tol,error,max_iter_single,time_sec,iters_single,iters_double,roc_auc,pr_auc,logloss
gaussian,0,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-06,,2000.0,0.05331341491546482,17.0,7.0,1.0,1.0,5.8415311107622094e-08
gaussian,0,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-06,,2000.0,0.1087169439997524,,,1.0,1.0,5.8478154921711586e-08
gaussian,0,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-06,,2000.0,0.15466988598927855,,,1.0,1.0,5.837543377839921e-08
gaussian,0,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-06,,3000.0,0.04663424892351031,17.0,7.0,1.0,1.0,5.8415311107622094e-08
gaussian,0,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-06,,3000.0,0.11599174595903605,,,1.0,1.0,5.8478154921711586e-08
gaussian,0,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-06,,3000.0,0.11948366300202906,,,1.0,1.0,5.837543377839921e-08
gaussian,0,ERROR,l2,0.0,0.0001,,lbfgs,3000,1e-08,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,0,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-08,,50.0,0.04578933399170637,17.0,7.0,1.0,1.0,5.8415311107622094e-08
gaussian,0,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-08,,50.0,0.43911942304112017,,,1.0,1.0,5.858871366511752e-08
gaussian,0,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-08,,50.0,0.43835194397252053,,,1.0,1.0,5.8615381421041375e-08
gaussian,0,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-08,,100.0,0.04526478296611458,17.0,7.0,1.0,1.0,5.8415311107622094e-08
gaussian,0,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-08,,100.0,0.39223839004989713,,,1.0,1.0,5.858871366511752e-08
gaussian,0,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-08,,100.0,0.39527012198232114,,,1.0,1.0,5.8615381421041375e-08
gaussian,0,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-08,,200.0,0.045735080959275365,17.0,7.0,1.0,1.0,5.8415311107622094e-08
gaussian,0,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-08,,200.0,0.6801126940408722,,,1.0,1.0,5.858871366511752e-08
gaussian,0,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-08,,200.0,0.5455783320358023,,,1.0,1.0,5.8615381421041375e-08
gaussian,0,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-08,,500.0,0.08098653401248157,17.0,7.0,1.0,1.0,5.8415311107622094e-08
gaussian,0,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-08,,500.0,0.48499918601009995,,,1.0,1.0,5.858871366511752e-08
gaussian,0,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-08,,500.0,0.4048990620067343,,,1.0,1.0,5.8615381421041375e-08
gaussian,0,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-08,,800.0,0.045516571030020714,17.0,7.0,1.0,1.0,5.8415311107622094e-08
gaussian,0,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-08,,800.0,0.42915512900799513,,,1.0,1.0,5.858871366511752e-08
gaussian,0,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-08,,800.0,0.39539022103417665,,,1.0,1.0,5.8615381421041375e-08
gaussian,0,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-08,,1000.0,0.04530078906100243,17.0,7.0,1.0,1.0,5.8415311107622094e-08
gaussian,0,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-08,,1000.0,0.3994715389562771,,,1.0,1.0,5.858871366511752e-08
gaussian,0,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-08,,1000.0,0.4367316060233861,,,1.0,1.0,5.8615381421041375e-08
gaussian,0,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-08,,2000.0,0.04607561603188515,17.0,7.0,1.0,1.0,5.8415311107622094e-08
gaussian,0,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-08,,2000.0,0.39425349689554423,,,1.0,1.0,5.858871366511752e-08
gaussian,0,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-08,,2000.0,0.39694024506025016,,,1.0,1.0,5.8615381421041375e-08
gaussian,0,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-08,,3000.0,0.046921600005589426,17.0,7.0,1.0,1.0,5.8415311107622094e-08
gaussian,0,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-08,,3000.0,0.39709429908543825,,,1.0,1.0,5.858871366511752e-08
gaussian,0,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-08,,3000.0,0.3948502140119672,,,1.0,1.0,5.8615381421041375e-08
gaussian,0,ERROR,l2,0.0,1e-06,,lbfgs,3000,0.01,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.01,,50.0,0.03586810000706464,14.0,0.0,1.0,1.0,2.623738565642103e-06
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.01,,50.0,0.036084635998122394,,,1.0,1.0,2.623738565642103e-06
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.01,,50.0,0.022499707993119955,,,1.0,1.0,2.623738565642103e-06
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.01,,100.0,0.03724115202203393,14.0,0.0,1.0,1.0,2.623738565642103e-06
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.01,,100.0,0.05232575803529471,,,1.0,1.0,2.623738565642103e-06
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.01,,100.0,0.043741176021285355,,,1.0,1.0,2.623738565642103e-06
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.01,,200.0,0.07164024899248034,14.0,0.0,1.0,1.0,2.623738565642103e-06
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.01,,200.0,0.07512381707783788,,,1.0,1.0,2.623738565642103e-06
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.01,,200.0,0.06430967000778764,,,1.0,1.0,2.623738565642103e-06
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.01,,500.0,0.08167075796518475,14.0,0.0,1.0,1.0,2.623738565642103e-06
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.01,,500.0,0.09882263094186783,,,1.0,1.0,2.623738565642103e-06
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.01,,500.0,0.07371351798065007,,,1.0,1.0,2.623738565642103e-06
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.01,,800.0,0.11256935994606465,14.0,0.0,1.0,1.0,2.623738565642103e-06
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.01,,800.0,0.08531311503611505,,,1.0,1.0,2.623738565642103e-06
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.01,,800.0,0.06320825510192662,,,1.0,1.0,2.623738565642103e-06
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.01,,1000.0,0.0805741079384461,14.0,0.0,1.0,1.0,2.623738565642103e-06
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.01,,1000.0,0.06421671598218381,,,1.0,1.0,2.623738565642103e-06
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.01,,1000.0,0.046796660986728966,,,1.0,1.0,2.623738565642103e-06
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.01,,2000.0,0.07354239700362086,14.0,0.0,1.0,1.0,2.623738565642103e-06
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.01,,2000.0,0.07027117803227156,,,1.0,1.0,2.623738565642103e-06
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.01,,2000.0,0.028157285996712744,,,1.0,1.0,2.623738565642103e-06
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.01,,3000.0,0.03755494300276041,14.0,0.0,1.0,1.0,2.623738565642103e-06
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.01,,3000.0,0.0457743750885129,,,1.0,1.0,2.623738565642103e-06
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.01,,3000.0,0.03126124292612076,,,1.0,1.0,2.623738565642103e-06
gaussian,0,ERROR,l2,0.0,1e-06,,lbfgs,3000,0.0001,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.0001,,50.0,0.03842878504656255,17.0,1.0,1.0,1.0,3.8939534359538904e-08
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.0001,,50.0,0.11092004494275898,,,1.0,1.0,3.8939530768105986e-08
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.0001,,50.0,0.0377897989237681,,,1.0,1.0,3.905875441706961e-08
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.0001,,100.0,0.0386230539297685,17.0,1.0,1.0,1.0,3.8939534359538904e-08
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.0001,,100.0,0.10937727394048125,,,1.0,1.0,3.8939530768105986e-08
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.0001,,100.0,0.08181614789646119,,,1.0,1.0,3.905875441706961e-08
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.0001,,200.0,0.06922659103292972,17.0,1.0,1.0,1.0,3.8939534359538904e-08
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.0001,,200.0,0.07108406093902886,,,1.0,1.0,3.8939530768105986e-08
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.0001,,200.0,0.03723869496025145,,,1.0,1.0,3.905875441706961e-08
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.0001,,500.0,0.09446202800609171,17.0,1.0,1.0,1.0,3.8939534359538904e-08
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.0001,,500.0,0.1255785149987787,,,1.0,1.0,3.8939530768105986e-08
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.0001,,500.0,0.040348774986341596,,,1.0,1.0,3.905875441706961e-08
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.0001,,800.0,0.04171311599202454,17.0,1.0,1.0,1.0,3.8939534359538904e-08
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.0001,,800.0,0.07980052405036986,,,1.0,1.0,3.8939530768105986e-08
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.0001,,800.0,0.07102302298881114,,,1.0,1.0,3.905875441706961e-08
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.0001,,1000.0,0.10227207408752292,17.0,1.0,1.0,1.0,3.8939534359538904e-08
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.0001,,1000.0,0.10795537801459432,,,1.0,1.0,3.8939530768105986e-08
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.0001,,1000.0,0.07822800998110324,,,1.0,1.0,3.905875441706961e-08
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.0001,,2000.0,0.11823703302070498,17.0,1.0,1.0,1.0,3.8939534359538904e-08
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.0001,,2000.0,0.18177438096608967,,,1.0,1.0,3.8939530768105986e-08
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.0001,,2000.0,0.0884144059382379,,,1.0,1.0,3.905875441706961e-08
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.0001,,3000.0,0.04014006501529366,17.0,1.0,1.0,1.0,3.8939534359538904e-08
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.0001,,3000.0,0.08320824801921844,,,1.0,1.0,3.8939530768105986e-08
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.0001,,3000.0,0.08144498395267874,,,1.0,1.0,3.905875441706961e-08
gaussian,0,ERROR,l2,0.0,1e-06,,lbfgs,3000,1e-06,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-06,,50.0,0.04525093000847846,17.0,7.0,1.0,1.0,2.656366491966395e-09
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-06,,50.0,0.07315914903301746,,,1.0,1.0,2.656366414516949e-09
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-06,,50.0,0.09506480803247541,,,1.0,1.0,1.957166099479056e-09
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-06,,100.0,0.045745503972284496,17.0,7.0,1.0,1.0,2.656366491966395e-09
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-06,,100.0,0.07418329396750778,,,1.0,1.0,2.656366414516949e-09
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-06,,100.0,0.1037011060398072,,,1.0,1.0,1.957166099479056e-09
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-06,,200.0,0.04544502799399197,17.0,7.0,1.0,1.0,2.656366491966395e-09
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-06,,200.0,0.07578668498899788,,,1.0,1.0,2.656366414516949e-09
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-06,,200.0,0.10593364806845784,,,1.0,1.0,1.957166099479056e-09
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-06,,500.0,0.04810608900152147,17.0,7.0,1.0,1.0,2.656366491966395e-09
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-06,,500.0,0.19611206802073866,,,1.0,1.0,2.656366414516949e-09
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-06,,500.0,0.10786402900703251,,,1.0,1.0,1.957166099479056e-09
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-06,,800.0,0.0854463999858126,17.0,7.0,1.0,1.0,2.656366491966395e-09
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-06,,800.0,0.11478848103433847,,,1.0,1.0,2.656366414516949e-09
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-06,,800.0,0.10753705305978656,,,1.0,1.0,1.957166099479056e-09
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-06,,1000.0,0.08084015501663089,17.0,7.0,1.0,1.0,2.656366491966395e-09
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-06,,1000.0,0.07391005998943001,,,1.0,1.0,2.656366414516949e-09
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-06,,1000.0,0.0674798380350694,,,1.0,1.0,1.957166099479056e-09
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-06,,2000.0,0.0871349920053035,17.0,7.0,1.0,1.0,2.656366491966395e-09
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-06,,2000.0,0.11346318991854787,,,1.0,1.0,2.656366414516949e-09
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-06,,2000.0,0.09230383799877018,,,1.0,1.0,1.957166099479056e-09
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-06,,3000.0,0.11454798898193985,17.0,7.0,1.0,1.0,2.656366491966395e-09
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-06,,3000.0,0.19211494596675038,,,1.0,1.0,2.656366414516949e-09
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-06,,3000.0,0.15765006199944764,,,1.0,1.0,1.957166099479056e-09
gaussian,0,ERROR,l2,0.0,1e-06,,lbfgs,3000,1e-08,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-08,,50.0,0.11956430599093437,17.0,9.0,1.0,1.0,1.8357315589115754e-09
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-08,,50.0,0.5209674639627337,,,1.0,1.0,1.8636065711508834e-09
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-08,,50.0,0.24400717997923493,,,1.0,1.0,1.8669186168192114e-09
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-08,,100.0,0.04696515598334372,17.0,9.0,1.0,1.0,1.8357315589115754e-09
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-08,,100.0,0.39058033504989,,,1.0,1.0,1.8636065711508834e-09
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-08,,100.0,0.30038204102311283,,,1.0,1.0,1.8669186168192114e-09
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-08,,200.0,0.05962302000261843,17.0,9.0,1.0,1.0,1.8357315589115754e-09
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-08,,200.0,0.6858919010264799,,,1.0,1.0,1.8636065711508834e-09
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-08,,200.0,0.4006723089842126,,,1.0,1.0,1.8669186168192114e-09
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-08,,500.0,0.04845482297241688,17.0,9.0,1.0,1.0,1.8357315589115754e-09
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-08,,500.0,0.41335950198117644,,,1.0,1.0,1.8636065711508834e-09
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-08,,500.0,0.3412271869601682,,,1.0,1.0,1.8669186168192114e-09
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-08,,800.0,0.09067531093023717,17.0,9.0,1.0,1.0,1.8357315589115754e-09
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-08,,800.0,0.38458050694316626,,,1.0,1.0,1.8636065711508834e-09
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-08,,800.0,0.25118826900143176,,,1.0,1.0,1.8669186168192114e-09
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-08,,1000.0,0.08829996699932963,17.0,9.0,1.0,1.0,1.8357315589115754e-09
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-08,,1000.0,0.4219683089759201,,,1.0,1.0,1.8636065711508834e-09
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-08,,1000.0,0.2866978949168697,,,1.0,1.0,1.8669186168192114e-09
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-08,,2000.0,0.1148074819939211,17.0,9.0,1.0,1.0,1.8357315589115754e-09
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-08,,2000.0,0.7349693109281361,,,1.0,1.0,1.8636065711508834e-09
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-08,,2000.0,0.25192294700536877,,,1.0,1.0,1.8669186168192114e-09
gaussian,0,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-08,,3000.0,0.05251987709198147,17.0,9.0,1.0,1.0,1.8357315589115754e-09
gaussian,0,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-08,,3000.0,0.40293989691417664,,,1.0,1.0,1.8636065711508834e-09
gaussian,0,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-08,,3000.0,0.37110147101338953,,,1.0,1.0,1.8669186168192114e-09
gaussian,0,ERROR,l2,0.0,1e-08,,lbfgs,3000,0.01,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.01,,50.0,0.08250069490168244,14.0,0.0,1.0,1.0,2.6236230375405673e-06
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.01,,50.0,0.10223956999834627,,,1.0,1.0,2.6236230375405673e-06
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.01,,50.0,0.0717234049225226,,,1.0,1.0,2.6236230375405673e-06
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.01,,100.0,0.0992788749281317,14.0,0.0,1.0,1.0,2.6236230375405673e-06
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.01,,100.0,0.10272583505138755,,,1.0,1.0,2.6236230375405673e-06
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.01,,100.0,0.07329259195830673,,,1.0,1.0,2.6236230375405673e-06
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.01,,200.0,0.08940436004195362,14.0,0.0,1.0,1.0,2.6236230375405673e-06
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.01,,200.0,0.09268507303204387,,,1.0,1.0,2.6236230375405673e-06
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.01,,200.0,0.0716779479989782,,,1.0,1.0,2.6236230375405673e-06
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.01,,500.0,0.0594333210028708,14.0,0.0,1.0,1.0,2.6236230375405673e-06
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.01,,500.0,0.08882373897358775,,,1.0,1.0,2.6236230375405673e-06
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.01,,500.0,0.03641133604105562,,,1.0,1.0,2.6236230375405673e-06
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.01,,800.0,0.12981319602113217,14.0,0.0,1.0,1.0,2.6236230375405673e-06
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.01,,800.0,0.11787497694604099,,,1.0,1.0,2.6236230375405673e-06
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.01,,800.0,0.07077748503070325,,,1.0,1.0,2.6236230375405673e-06
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.01,,1000.0,0.1274521310115233,14.0,0.0,1.0,1.0,2.6236230375405673e-06
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.01,,1000.0,0.08832876395899802,,,1.0,1.0,2.6236230375405673e-06
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.01,,1000.0,0.047106754034757614,,,1.0,1.0,2.6236230375405673e-06
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.01,,2000.0,0.07285836606752127,14.0,0.0,1.0,1.0,2.6236230375405673e-06
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.01,,2000.0,0.09427898307330906,,,1.0,1.0,2.6236230375405673e-06
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.01,,2000.0,0.021599663072265685,,,1.0,1.0,2.6236230375405673e-06
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.01,,3000.0,0.037400610046461225,14.0,0.0,1.0,1.0,2.6236230375405673e-06
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.01,,3000.0,0.09685159602668136,,,1.0,1.0,2.6236230375405673e-06
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.01,,3000.0,0.034054351039230824,,,1.0,1.0,2.6236230375405673e-06
gaussian,0,ERROR,l2,0.0,1e-08,,lbfgs,3000,0.0001,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.0001,,50.0,0.03929352096747607,17.0,1.0,1.0,1.0,3.8930091904893706e-08
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.0001,,50.0,0.08402775204740465,,,1.0,1.0,3.8930088028669015e-08
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.0001,,50.0,0.08064783504232764,,,1.0,1.0,3.9041588082156545e-08
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.0001,,100.0,0.0812596440082416,17.0,1.0,1.0,1.0,3.8930091904893706e-08
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.0001,,100.0,0.07273002795409411,,,1.0,1.0,3.8930088028669015e-08
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.0001,,100.0,0.053625504951924086,,,1.0,1.0,3.9041588082156545e-08
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.0001,,200.0,0.07546131603885442,17.0,1.0,1.0,1.0,3.8930091904893706e-08
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.0001,,200.0,0.06622640497516841,,,1.0,1.0,3.8930088028669015e-08
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.0001,,200.0,0.03839839203283191,,,1.0,1.0,3.9041588082156545e-08
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.0001,,500.0,0.08539972198195755,17.0,1.0,1.0,1.0,3.8930091904893706e-08
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.0001,,500.0,0.1043413570150733,,,1.0,1.0,3.8930088028669015e-08
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.0001,,500.0,0.08093842305243015,,,1.0,1.0,3.9041588082156545e-08
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.0001,,800.0,0.03944048599805683,17.0,1.0,1.0,1.0,3.8930091904893706e-08
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.0001,,800.0,0.1844187150709331,,,1.0,1.0,3.8930088028669015e-08
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.0001,,800.0,0.10146927705500275,,,1.0,1.0,3.9041588082156545e-08
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.0001,,1000.0,0.08767792000435293,17.0,1.0,1.0,1.0,3.8930091904893706e-08
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.0001,,1000.0,0.1310099500697106,,,1.0,1.0,3.8930088028669015e-08
