dataset,repeat,approach,penalty,alpha,lambda,C,solver,max_iter,tol,error,max_iter_single,time_sec,iters_single,iters_double,roc_auc,pr_auc,logloss
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,0.01,,2000.0,0.06338936602696776,14.0,0.0,1.0,1.0,5.638893955542006e-06
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,0.01,,2000.0,0.03805742098484188,,,1.0,1.0,5.638893955542006e-06
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,0.01,,2000.0,0.04672521003521979,,,1.0,1.0,5.638893955542006e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,0.01,,3000.0,0.09311028092633933,14.0,0.0,1.0,1.0,5.638893955542006e-06
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,0.01,,3000.0,0.11051623104140162,,,1.0,1.0,5.638893955542006e-06
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,0.01,,3000.0,0.06373376795090735,,,1.0,1.0,5.638893955542006e-06
gaussian,1,ERROR,l2,0.0,0.0001,,lbfgs,3000,0.0001,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,0.0001,,50.0,0.07501383009366691,17.0,1.0,1.0,1.0,2.2655760822770754e-07
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,0.0001,,50.0,0.07205826102290303,,,1.0,1.0,2.2655761204042934e-07
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,0.0001,,50.0,0.1201695780036971,,,1.0,1.0,2.283385359328283e-07
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,0.0001,,100.0,0.07909116102382541,17.0,1.0,1.0,1.0,2.2655760822770754e-07
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,0.0001,,100.0,0.13045451999641955,,,1.0,1.0,2.2655761204042934e-07
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,0.0001,,100.0,0.08414353197440505,,,1.0,1.0,2.283385359328283e-07
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,0.0001,,200.0,0.07198799005709589,17.0,1.0,1.0,1.0,2.2655760822770754e-07
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,0.0001,,200.0,0.12038972799200565,,,1.0,1.0,2.2655761204042934e-07
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,0.0001,,200.0,0.05905541707761586,,,1.0,1.0,2.283385359328283e-07
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,0.0001,,500.0,0.055085911066271365,17.0,1.0,1.0,1.0,2.2655760822770754e-07
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,0.0001,,500.0,0.06869860796723515,,,1.0,1.0,2.2655761204042934e-07
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,0.0001,,500.0,0.05253726395312697,,,1.0,1.0,2.283385359328283e-07
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,0.0001,,800.0,0.08672634104732424,17.0,1.0,1.0,1.0,2.2655760822770754e-07
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,0.0001,,800.0,0.11577421997208148,,,1.0,1.0,2.2655761204042934e-07
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,0.0001,,800.0,0.08194232103414834,,,1.0,1.0,2.283385359328283e-07
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,0.0001,,1000.0,0.07612206798512489,17.0,1.0,1.0,1.0,2.2655760822770754e-07
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,0.0001,,1000.0,0.0727055270690471,,,1.0,1.0,2.2655761204042934e-07
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,0.0001,,1000.0,0.0484466350171715,,,1.0,1.0,2.283385359328283e-07
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,0.0001,,2000.0,0.06147943309042603,17.0,1.0,1.0,1.0,2.2655760822770754e-07
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,0.0001,,2000.0,0.06804426095914096,,,1.0,1.0,2.2655761204042934e-07
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,0.0001,,2000.0,0.0645211620721966,,,1.0,1.0,2.283385359328283e-07
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,0.0001,,3000.0,0.12647332902997732,17.0,1.0,1.0,1.0,2.2655760822770754e-07
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,0.0001,,3000.0,0.17084952304139733,,,1.0,1.0,2.2655761204042934e-07
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,0.0001,,3000.0,0.0544488929444924,,,1.0,1.0,2.283385359328283e-07
gaussian,1,ERROR,l2,0.0,0.0001,,lbfgs,3000,1e-06,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-06,,50.0,0.04635042592417449,17.0,8.0,1.0,1.0,3.7333060503858663e-07
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-06,,50.0,0.38307963393162936,,,1.0,1.0,3.7430103587691045e-07
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-06,,50.0,0.28594399499706924,,,1.0,1.0,3.707758604377933e-07
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-06,,100.0,0.08545043494086713,17.0,8.0,1.0,1.0,3.7333060503858663e-07
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-06,,100.0,0.30412834405433387,,,1.0,1.0,3.7430103587691045e-07
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-06,,100.0,0.22547273198142648,,,1.0,1.0,3.707758604377933e-07
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-06,,200.0,0.04762141895480454,17.0,8.0,1.0,1.0,3.7333060503858663e-07
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-06,,200.0,0.2898430189816281,,,1.0,1.0,3.7430103587691045e-07
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-06,,200.0,0.18055787007324398,,,1.0,1.0,3.707758604377933e-07
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-06,,500.0,0.08206690708175302,17.0,8.0,1.0,1.0,3.7333060503858663e-07
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-06,,500.0,0.2579455269733444,,,1.0,1.0,3.7430103587691045e-07
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-06,,500.0,0.17241736804135144,,,1.0,1.0,3.707758604377933e-07
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-06,,800.0,0.04508631001226604,17.0,8.0,1.0,1.0,3.7333060503858663e-07
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-06,,800.0,0.25761881202924997,,,1.0,1.0,3.7430103587691045e-07
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-06,,800.0,0.17105115693993866,,,1.0,1.0,3.707758604377933e-07
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-06,,1000.0,0.046852172003127635,17.0,8.0,1.0,1.0,3.7333060503858663e-07
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-06,,1000.0,0.31327448796946555,,,1.0,1.0,3.7430103587691045e-07
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-06,,1000.0,0.21200814901385456,,,1.0,1.0,3.707758604377933e-07
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-06,,2000.0,0.05535585503093898,17.0,8.0,1.0,1.0,3.7333060503858663e-07
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-06,,2000.0,0.28586489090230316,,,1.0,1.0,3.7430103587691045e-07
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-06,,2000.0,0.196682115085423,,,1.0,1.0,3.707758604377933e-07
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-06,,3000.0,0.04565461806487292,17.0,8.0,1.0,1.0,3.7333060503858663e-07
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-06,,3000.0,0.4329873271053657,,,1.0,1.0,3.7430103587691045e-07
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-06,,3000.0,0.3700420040404424,,,1.0,1.0,3.707758604377933e-07
gaussian,1,ERROR,l2,0.0,0.0001,,lbfgs,3000,1e-08,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-08,,50.0,0.07839834410697222,17.0,8.0,1.0,1.0,3.7333060503858663e-07
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-08,,50.0,0.5254549040691927,,,1.0,1.0,3.720301143855939e-07
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-08,,50.0,0.46849324693903327,,,1.0,1.0,3.6854307653327953e-07
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-08,,100.0,0.04724060604348779,17.0,8.0,1.0,1.0,3.7333060503858663e-07
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-08,,100.0,0.3618174319854006,,,1.0,1.0,3.720301143855939e-07
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-08,,100.0,0.4253780880244449,,,1.0,1.0,3.6854307653327953e-07
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-08,,200.0,0.0456171469995752,17.0,8.0,1.0,1.0,3.7333060503858663e-07
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-08,,200.0,0.357784049003385,,,1.0,1.0,3.720301143855939e-07
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-08,,200.0,0.43397595593705773,,,1.0,1.0,3.6854307653327953e-07
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-08,,500.0,0.07852515298873186,17.0,8.0,1.0,1.0,3.7333060503858663e-07
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-08,,500.0,0.37970492092426866,,,1.0,1.0,3.720301143855939e-07
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-08,,500.0,0.45402721606660634,,,1.0,1.0,3.6854307653327953e-07
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-08,,800.0,0.04577273188624531,17.0,8.0,1.0,1.0,3.7333060503858663e-07
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-08,,800.0,0.35438046406488866,,,1.0,1.0,3.720301143855939e-07
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-08,,800.0,0.44818218902219087,,,1.0,1.0,3.6854307653327953e-07
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-08,,1000.0,0.0462958849966526,17.0,8.0,1.0,1.0,3.7333060503858663e-07
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-08,,1000.0,0.3561826100340113,,,1.0,1.0,3.720301143855939e-07
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-08,,1000.0,0.4725475680315867,,,1.0,1.0,3.6854307653327953e-07
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-08,,2000.0,0.0468450429616496,17.0,8.0,1.0,1.0,3.7333060503858663e-07
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-08,,2000.0,0.36724505107849836,,,1.0,1.0,3.720301143855939e-07
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-08,,2000.0,0.4214557890081778,,,1.0,1.0,3.6854307653327953e-07
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,1e-08,,3000.0,0.04619865398854017,17.0,8.0,1.0,1.0,3.7333060503858663e-07
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,1e-08,,3000.0,0.36027301801368594,,,1.0,1.0,3.720301143855939e-07
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,1e-08,,3000.0,0.5889532470609993,,,1.0,1.0,3.6854307653327953e-07
gaussian,1,ERROR,l2,0.0,1e-06,,lbfgs,3000,0.01,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.01,,50.0,0.05304955202154815,14.0,0.0,1.0,1.0,5.623752784501357e-06
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.01,,50.0,0.05949962104205042,,,1.0,1.0,5.623752784501357e-06
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.01,,50.0,0.03948053694330156,,,1.0,1.0,5.623752784501357e-06
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.01,,100.0,0.06549112999346107,14.0,0.0,1.0,1.0,5.623752784501357e-06
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.01,,100.0,0.07862186594866216,,,1.0,1.0,5.623752784501357e-06
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.01,,100.0,0.03555363591294736,,,1.0,1.0,5.623752784501357e-06
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.01,,200.0,0.058213087962940335,14.0,0.0,1.0,1.0,5.623752784501357e-06
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.01,,200.0,0.06420187500771135,,,1.0,1.0,5.623752784501357e-06
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.01,,200.0,0.03587206802330911,,,1.0,1.0,5.623752784501357e-06
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.01,,500.0,0.057463511009700596,14.0,0.0,1.0,1.0,5.623752784501357e-06
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.01,,500.0,0.058140091015957296,,,1.0,1.0,5.623752784501357e-06
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.01,,500.0,0.02835176489315927,,,1.0,1.0,5.623752784501357e-06
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.01,,800.0,0.036683236015960574,14.0,0.0,1.0,1.0,5.623752784501357e-06
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.01,,800.0,0.037023486103862524,,,1.0,1.0,5.623752784501357e-06
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.01,,800.0,0.03014163300395012,,,1.0,1.0,5.623752784501357e-06
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.01,,1000.0,0.08688168693333864,14.0,0.0,1.0,1.0,5.623752784501357e-06
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.01,,1000.0,0.09397492604330182,,,1.0,1.0,5.623752784501357e-06
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.01,,1000.0,0.027726042084395885,,,1.0,1.0,5.623752784501357e-06
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.01,,2000.0,0.06681387103162706,14.0,0.0,1.0,1.0,5.623752784501357e-06
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.01,,2000.0,0.07322626805398613,,,1.0,1.0,5.623752784501357e-06
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.01,,2000.0,0.035625105956569314,,,1.0,1.0,5.623752784501357e-06
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.01,,3000.0,0.03508831700310111,14.0,0.0,1.0,1.0,5.623752784501357e-06
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.01,,3000.0,0.035157434991560876,,,1.0,1.0,5.623752784501357e-06
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.01,,3000.0,0.020743664004839957,,,1.0,1.0,5.623752784501357e-06
gaussian,1,ERROR,l2,0.0,1e-06,,lbfgs,3000,0.0001,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.0001,,50.0,0.10462022898718715,17.0,1.0,1.0,1.0,2.2205307780907473e-07
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.0001,,50.0,0.17937274696305394,,,1.0,1.0,2.220530628720277e-07
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.0001,,50.0,0.06230340606998652,,,1.0,1.0,2.2326387952478682e-07
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.0001,,100.0,0.038048926973715425,17.0,1.0,1.0,1.0,2.2205307780907473e-07
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.0001,,100.0,0.10513289901427925,,,1.0,1.0,2.220530628720277e-07
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.0001,,100.0,0.08968237193766981,,,1.0,1.0,2.2326387952478682e-07
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.0001,,200.0,0.09885835100430995,17.0,1.0,1.0,1.0,2.2205307780907473e-07
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.0001,,200.0,0.1407405890058726,,,1.0,1.0,2.220530628720277e-07
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.0001,,200.0,0.06937103404197842,,,1.0,1.0,2.2326387952478682e-07
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.0001,,500.0,0.06924407603219151,17.0,1.0,1.0,1.0,2.2205307780907473e-07
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.0001,,500.0,0.1088725010631606,,,1.0,1.0,2.220530628720277e-07
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.0001,,500.0,0.06452526699285954,,,1.0,1.0,2.2326387952478682e-07
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.0001,,800.0,0.07040882098954171,17.0,1.0,1.0,1.0,2.2205307780907473e-07
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.0001,,800.0,0.06752639496698976,,,1.0,1.0,2.220530628720277e-07
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.0001,,800.0,0.0438559059984982,,,1.0,1.0,2.2326387952478682e-07
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.0001,,1000.0,0.0815335939405486,17.0,1.0,1.0,1.0,2.2205307780907473e-07
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.0001,,1000.0,0.14055714500136673,,,1.0,1.0,2.220530628720277e-07
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.0001,,1000.0,0.04390263499226421,,,1.0,1.0,2.2326387952478682e-07
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.0001,,2000.0,0.03877518605440855,17.0,1.0,1.0,1.0,2.2205307780907473e-07
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.0001,,2000.0,0.06781668099574745,,,1.0,1.0,2.220530628720277e-07
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.0001,,2000.0,0.038812292041257024,,,1.0,1.0,2.2326387952478682e-07
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,0.0001,,3000.0,0.07934337295591831,17.0,1.0,1.0,1.0,2.2205307780907473e-07
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,0.0001,,3000.0,0.06690938700921834,,,1.0,1.0,2.220530628720277e-07
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,0.0001,,3000.0,0.037809350062161684,,,1.0,1.0,2.2326387952478682e-07
gaussian,1,ERROR,l2,0.0,1e-06,,lbfgs,3000,1e-06,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-06,,50.0,0.08115034399088472,17.0,7.0,1.0,1.0,3.9434204543829576e-08
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-06,,50.0,0.13350061199162155,,,1.0,1.0,4.19549997385888e-08
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-06,,50.0,0.16360074398107827,,,1.0,1.0,3.4630520881663135e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-06,,100.0,0.0932458199094981,17.0,7.0,1.0,1.0,3.9434204543829576e-08
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-06,,100.0,0.07405688194558024,,,1.0,1.0,4.19549997385888e-08
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-06,,100.0,0.17264911194797605,,,1.0,1.0,3.4630520881663135e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-06,,200.0,0.05325695395004004,17.0,7.0,1.0,1.0,3.9434204543829576e-08
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-06,,200.0,0.09780073806177825,,,1.0,1.0,4.19549997385888e-08
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-06,,200.0,0.10890420689247549,,,1.0,1.0,3.4630520881663135e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-06,,500.0,0.07395534100942314,17.0,7.0,1.0,1.0,3.9434204543829576e-08
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-06,,500.0,0.128750653937459,,,1.0,1.0,4.19549997385888e-08
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-06,,500.0,0.12071953201666474,,,1.0,1.0,3.4630520881663135e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-06,,800.0,0.05206676805391908,17.0,7.0,1.0,1.0,3.9434204543829576e-08
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-06,,800.0,0.09578160697128624,,,1.0,1.0,4.19549997385888e-08
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-06,,800.0,0.11426638497505337,,,1.0,1.0,3.4630520881663135e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-06,,1000.0,0.10091253207065165,17.0,7.0,1.0,1.0,3.9434204543829576e-08
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-06,,1000.0,0.11700642795767635,,,1.0,1.0,4.19549997385888e-08
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-06,,1000.0,0.10184898192528635,,,1.0,1.0,3.4630520881663135e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-06,,2000.0,0.0841168420156464,17.0,7.0,1.0,1.0,3.9434204543829576e-08
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-06,,2000.0,0.07686639402527362,,,1.0,1.0,4.19549997385888e-08
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-06,,2000.0,0.08962411107495427,,,1.0,1.0,3.4630520881663135e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-06,,3000.0,0.04550749098416418,17.0,7.0,1.0,1.0,3.9434204543829576e-08
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-06,,3000.0,0.07647255307529122,,,1.0,1.0,4.19549997385888e-08
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-06,,3000.0,0.10174630407709628,,,1.0,1.0,3.4630520881663135e-08
gaussian,1,ERROR,l2,0.0,1e-06,,lbfgs,3000,1e-08,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-08,,50.0,0.04849854693748057,17.0,9.0,1.0,1.0,3.318058957141572e-08
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-08,,50.0,0.36328340601176023,,,1.0,1.0,3.60243609357897e-08
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-08,,50.0,0.3189898639684543,,,1.0,1.0,3.782477903295967e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-08,,100.0,0.07544196397066116,17.0,9.0,1.0,1.0,3.318058957141572e-08
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-08,,100.0,0.4958778880536556,,,1.0,1.0,3.60243609357897e-08
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-08,,100.0,0.25052478292491287,,,1.0,1.0,3.782477903295967e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-08,,200.0,0.0898553499719128,17.0,9.0,1.0,1.0,3.318058957141572e-08
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-08,,200.0,0.43342008208855987,,,1.0,1.0,3.60243609357897e-08
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-08,,200.0,0.18479381001088768,,,1.0,1.0,3.782477903295967e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-08,,500.0,0.04772542999126017,17.0,9.0,1.0,1.0,3.318058957141572e-08
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-08,,500.0,0.39177854906301945,,,1.0,1.0,3.60243609357897e-08
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-08,,500.0,0.14624936098698527,,,1.0,1.0,3.782477903295967e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-08,,800.0,0.04743186302948743,17.0,9.0,1.0,1.0,3.318058957141572e-08
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-08,,800.0,0.37783929402939975,,,1.0,1.0,3.60243609357897e-08
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-08,,800.0,0.18643390003126115,,,1.0,1.0,3.782477903295967e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-08,,1000.0,0.08509782690089196,17.0,9.0,1.0,1.0,3.318058957141572e-08
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-08,,1000.0,0.34952763095498085,,,1.0,1.0,3.60243609357897e-08
