DatasetName,DatasetSize,NumClusters,Mode,tolerance_single,ItersSingle,ItersDouble,Suite,Time,PeakMB,Inertia
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,0.0001,0,1000,Double,20.817558586830273,392.88832,4701812.286250115
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,0.0001,310,690,Hybrid,18.106819220120087,392.667136,4702227.696101642
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,0.0001,608,0,Single,6.703845259966329,394.24,4676821.0
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,0.0001,0,1000,Double,22.03975586616434,434.270208,4701802.132278638
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,0.0001,194,806,Hybrid,19.068989797029644,394.268672,4702338.215793333
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-05,1000,0,Single,11.073336021974683,394.268672,4676502.0
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-05,0,1000,Double,20.799950571963564,392.802304,4702410.49615716
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-05,703,297,Hybrid,13.804066100157797,392.667136,4702618.25252519
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-05,1000,0,Single,10.953927990049124,394.24,4676967.0
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-05,0,1000,Double,20.40201186807826,434.356224,4702269.23896317
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-05,908,92,Hybrid,11.870418883860111,394.354688,4702321.96100062
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-05,1000,0,Single,11.553911160910502,394.354688,4676675.5
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-05,0,1000,Double,20.918317071860656,392.88832,4701912.92867491
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-05,619,381,Hybrid,14.682795601896942,392.753152,4702408.91874594
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-06,1000,0,Single,10.818027721019462,394.326016,4676450.5
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-06,0,1000,Double,20.296825393103063,434.356224,4702210.267159699
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-06,1000,1,Hybrid,11.085813232697546,394.354688,5737103.161837823
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-06,1000,0,Single,11.160263895057142,394.354688,4676340.5
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-06,0,1000,Double,20.485194840002805,392.88832,4701506.507854435
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-06,977,23,Hybrid,11.120042426977307,392.753152,5216065.468604504
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-06,616,0,Single,6.6553554681595415,394.326016,4676553.0
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-06,0,1000,Double,20.684101016959175,434.356224,4701741.026575417
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-06,1000,1,Hybrid,10.998659857083112,394.354688,9278688.38734465
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-07,1000,0,Single,11.225138885900378,394.354688,4675983.0
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-07,0,1000,Double,20.59391929092817,392.88832,4702055.260634466
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-07,638,362,Hybrid,14.865796863101423,392.753152,4702437.175654567
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-07,929,0,Single,10.231981303077191,394.326016,4676596.5
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-07,0,1000,Double,20.534382187994197,434.356224,4702589.897662926
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-07,998,2,Hybrid,11.00851910887286,394.354688,6015235.579426077
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-07,1000,0,Single,11.275706110987812,394.354688,4676027.5
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-07,0,1000,Double,20.739766048034653,392.912896,4702234.884232522
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-07,883,117,Hybrid,12.144076477969065,392.777728,4702310.775883345
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-08,1000,0,Single,11.202994043007493,394.350592,4676611.5
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-08,0,1000,Double,20.754799785092473,434.352128,4702422.589633863
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-08,1000,1,Hybrid,11.008559282170609,394.350592,6515283.574849387
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-08,1000,0,Single,11.236726260976866,394.350592,4676006.5
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-08,0,1000,Double,20.53558098897338,392.884224,4702106.096991527
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-08,1000,1,Hybrid,11.161834836937487,392.749056,9781563.148386978
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-08,1000,0,Single,10.93383979308419,394.32192,4676381.0
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-08,0,1000,Double,21.051622187020257,434.352128,4702376.117281796
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-08,673,327,Hybrid,14.181997034000233,394.350592,4702839.603851676
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-09,1000,0,Single,11.300144562032074,394.350592,4676550.5
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-09,0,1000,Double,20.60457450011745,392.88832,4701859.505269543
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-09,801,199,Hybrid,13.062427770113572,392.753152,4702388.477893529
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-09,1000,0,Single,10.884467360097915,394.326016,4676719.0
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-09,0,1000,Double,20.956876806914806,434.356224,4702472.076996968
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-09,1000,1,Hybrid,10.941636072238907,394.354688,7052335.448851375
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-09,1000,0,Single,11.108776227105409,394.354688,4677002.5
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-09,0,1000,Double,20.67235563113354,392.88832,4702209.524756179
SYNTH_C_5_F_50_n100_000k_kmeans,100000,50,B,1e-09,714,286,Hybrid,14.182493466651067,392.753152,4702804.712494738
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.1,1,0,Single,0.2024839511141181,489.664512,155849648.0
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.1,0,45,Double,2.395832353970036,537.665536,159606114.25253725
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.1,1,42,Hybrid,2.263106612022966,489.664512,159605349.4338208
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.1,1,0,Single,0.1456809400115162,489.664512,156404976.0
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.1,0,38,Double,1.9319277449976653,537.665536,159605355.6038666
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.1,1,57,Hybrid,2.9655927191488445,489.664512,159605204.30824432
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.1,1,0,Single,0.14434617315419018,489.664512,155863616.0
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.1,0,63,Double,3.063131515868008,537.665536,159605233.92681292
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.1,1,40,Hybrid,2.1496833220589906,489.664512,159605279.85994777
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.01,2,0,Single,0.1681619097944349,489.664512,155849600.0
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.01,0,29,Double,1.4904416841454804,537.665536,159605288.821991
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.01,2,55,Hybrid,2.9167721627745777,489.664512,159605879.5462866
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.01,2,0,Single,0.16949296207167208,489.664512,155848784.0
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.01,0,49,Double,2.4140065170358866,537.665536,159605190.82255778
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.01,2,45,Hybrid,2.4141218590084463,489.664512,159605221.22574255
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.01,2,0,Single,0.17054608487524092,489.664512,155848464.0
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.01,0,52,Double,2.5744359001982957,537.665536,159605339.4386494
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.01,2,66,Hybrid,3.38893621833995,489.664512,159605241.49050263
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.001,4,0,Single,0.21120427991263568,489.664512,157010224.0
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.001,0,40,Double,2.0175634778570384,537.665536,159605344.65396476
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.001,6,51,Hybrid,2.7447089101187885,489.664512,159605063.59868488
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.001,4,0,Single,0.21790597401559353,489.664512,156413376.0
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.001,0,62,Double,3.031648150179535,537.665536,159605171.48176035
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.001,4,35,Hybrid,2.0002718360628933,489.664512,159605254.54813236
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.001,3,0,Single,0.1916787000373006,489.664512,155848096.0
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.001,0,67,Double,3.254130548797548,537.665536,159605084.33070967
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.001,4,45,Hybrid,2.4682032340206206,489.664512,159605340.62318456
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.0001,66,0,Single,1.6403400518465787,489.664512,155847920.0
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.0001,0,36,Double,1.8177346619777381,537.665536,159605265.59627384
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.0001,36,3,Hybrid,1.2737160320393741,489.664512,159605125.04816303
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.0001,41,0,Single,1.0999760029371828,489.664512,155848592.0
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.0001,0,46,Double,2.284939580131322,537.665536,159605311.20415145
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.0001,56,8,Hybrid,1.94865681999363,489.664512,159605354.46580103
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.0001,45,0,Single,1.2108869079966098,489.664512,155847264.0
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.0001,0,34,Double,1.8739738299045712,537.608192,159605346.74060526
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,0.0001,51,18,Hybrid,2.3030927351210266,489.607168,159605064.9071019
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,1e-05,41,0,Single,1.0551788629963994,489.607168,155849280.0
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,1e-05,0,45,Double,2.2496117809787393,537.608192,159605201.64771605
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,1e-05,43,12,Hybrid,1.856122134020552,489.607168,159605107.9197873
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,1e-05,75,0,Single,1.9072408399078995,489.607168,155848736.0
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,1e-05,0,30,Double,1.5470097281504422,537.608192,159605195.44098452
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,1e-05,59,5,Hybrid,1.8836690371390432,489.607168,159605144.62217072
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,1e-05,66,0,Single,1.6326953368261456,489.607168,155848368.0
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,1e-05,0,49,Double,2.4204303580336273,537.608192,159605201.92083773
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,1e-05,60,15,Hybrid,2.4003492610063404,489.607168,159605281.07651085
SYNTH_C_80_F_120_n1s00_000k_kmeans,100000,50,B,1e-06,39,0,Single,1.0013311179354787,489.607168,155848976.0
