dataset,repeat,approach,penalty,alpha,lambda,solver,max_iter,max_iter_single,tol,time_sec,iters_single,iters_double,roc_auc,pr_auc,logloss
,0,hybrid(f32→f64),l2,0.0,0.001,sparse_cg,1000,300,0.01,0.06287249398883432,1,0.0,1.0,1.0,0.5034790071387282
,0,single(f32),l2,0.0,0.001,sparse_cg,1000,200,0.0001,0.026346969068981707,1,,1.0,1.0,0.5034790071387282
,0,double(f64),l2,0.0,0.001,sparse_cg,1000,200,0.0001,0.03543422499205917,0,1.0,1.0,1.0,0.5034791386286036
,0,hybrid(f32→f64),l2,0.0,0.001,sparse_cg,1000,200,0.0001,0.06311031605582684,1,0.0,1.0,1.0,0.5034790071387282
,0,single(f32),l2,0.0,0.001,sparse_cg,1000,300,0.0001,0.029056324041448534,1,,1.0,1.0,0.5034790071387282
,0,double(f64),l2,0.0,0.001,sparse_cg,1000,300,0.0001,0.03619605500716716,0,1.0,1.0,1.0,0.5034791386286036
,0,hybrid(f32→f64),l2,0.0,0.001,sparse_cg,1000,300,0.0001,0.06865135207772255,1,0.0,1.0,1.0,0.5034790071387282
,1,single(f32),l2,0.0,0.01,coord,1000,200,0.01,0.06412305100820959,41,,1.0,1.0,0.5025088907418845
,1,double(f64),l2,0.0,0.01,coord,1000,200,0.01,0.0705617800122127,0,41.0,1.0,1.0,0.5025088717294095
,1,hybrid(f32→f64),l2,0.0,0.01,coord,1000,200,0.01,0.05949120607692748,41,1.0,1.0,1.0,0.5024114562932087
,1,single(f32),l2,0.0,0.01,coord,1000,300,0.01,0.03106478799600154,41,,1.0,1.0,0.5025088907418845
,1,double(f64),l2,0.0,0.01,coord,1000,300,0.01,0.03545363596640527,0,41.0,1.0,1.0,0.5025088717294095
,1,hybrid(f32→f64),l2,0.0,0.01,coord,1000,300,0.01,0.0499349320307374,41,1.0,1.0,1.0,0.5024114562932087
,1,single(f32),l2,0.0,0.01,coord,1000,200,0.0001,0.15735389397013932,1000,,1.0,1.0,0.5032096968470471
,1,double(f64),l2,0.0,0.01,coord,1000,200,0.0001,0.1787502090446651,0,1000.0,1.0,1.0,0.5032096700722635
,1,hybrid(f32→f64),l2,0.0,0.01,coord,1000,200,0.0001,0.265133424079977,200,1000.0,1.0,1.0,0.503296112751204
,1,single(f32),l2,0.0,0.01,coord,1000,300,0.0001,0.15127807494718581,1000,,1.0,1.0,0.5032096968470471
,1,double(f64),l2,0.0,0.01,coord,1000,300,0.0001,0.17509451101068407,0,1000.0,1.0,1.0,0.5032096700722635
,1,hybrid(f32→f64),l2,0.0,0.01,coord,1000,300,0.0001,0.2815514720277861,300,1000.0,1.0,1.0,0.5033053322290845
,1,single(f32),l2,0.0,0.01,sparse_cg,1000,200,0.01,0.014381980989128351,1,,1.0,1.0,0.5032108767564989
,1,double(f64),l2,0.0,0.01,sparse_cg,1000,200,0.01,0.018976408056914806,0,1.0,1.0,1.0,0.5032109469780669
,1,hybrid(f32→f64),l2,0.0,0.01,sparse_cg,1000,200,0.01,0.034520044922828674,1,0.0,1.0,1.0,0.5032108767564989
,1,single(f32),l2,0.0,0.01,sparse_cg,1000,300,0.01,0.014523222926072776,1,,1.0,1.0,0.5032108767564989
,1,double(f64),l2,0.0,0.01,sparse_cg,1000,300,0.01,0.016720619052648544,0,1.0,1.0,1.0,0.5032109469780669
,1,hybrid(f32→f64),l2,0.0,0.01,sparse_cg,1000,300,0.01,0.03402622102294117,1,0.0,1.0,1.0,0.5032108767564989
,1,single(f32),l2,0.0,0.01,sparse_cg,1000,200,0.0001,0.025308064999990165,1,,1.0,1.0,0.5032108767564989
,1,double(f64),l2,0.0,0.01,sparse_cg,1000,200,0.0001,0.034899048041552305,0,1.0,1.0,1.0,0.5032109469780669
,1,hybrid(f32→f64),l2,0.0,0.01,sparse_cg,1000,200,0.0001,0.058853310998529196,1,0.0,1.0,1.0,0.5032108767564989
,1,single(f32),l2,0.0,0.01,sparse_cg,1000,300,0.0001,0.02637683995999396,1,,1.0,1.0,0.5032108767564989
,1,double(f64),l2,0.0,0.01,sparse_cg,1000,300,0.0001,0.01692668499890715,0,1.0,1.0,1.0,0.5032109469780669
,1,hybrid(f32→f64),l2,0.0,0.01,sparse_cg,1000,300,0.0001,0.030181193025782704,1,0.0,1.0,1.0,0.5032108767564989
,1,single(f32),l2,0.0,0.001,coord,1000,200,0.01,0.028262280975468457,42,,1.0,1.0,0.5028210822107537
,1,double(f64),l2,0.0,0.001,coord,1000,200,0.01,0.050238955998793244,0,42.0,1.0,1.0,0.5028210906126729
,1,hybrid(f32→f64),l2,0.0,0.001,coord,1000,200,0.01,0.04878800397273153,42,1.0,1.0,1.0,0.5027266741931722
,1,single(f32),l2,0.0,0.001,coord,1000,300,0.01,0.029617902939207852,42,,1.0,1.0,0.5028210822107537
,1,double(f64),l2,0.0,0.001,coord,1000,300,0.01,0.03459252405446023,0,42.0,1.0,1.0,0.5028210906126729
,1,hybrid(f32→f64),l2,0.0,0.001,coord,1000,300,0.01,0.047960747964680195,42,1.0,1.0,1.0,0.5027266741931722
