dataset,repeat,approach,mode,kernel,C,gamma,tol_single,tol_double,buffer_frac,tol_schedule,final_tol,min_rel_drop,time_sec,n_sv,roc_auc,accuracy,iters_single,iters_double,time_stageA,time_stageB,n_sv_stageA,n_used_stageB
gauss,1,double(precise),double(precise),sigmoid,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04956332896836102,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.045838816091418266,35,1.0,1.0,,,0.04081621300429106,0.005022603087127209,42.0,414.0
gauss,2,double(precise),double(precise),sigmoid,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04888319596648216,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.045468709198758006,38,1.0,1.0,,,0.04110633605159819,0.004362373147159815,42.0,414.0
gauss,3,double(precise),double(precise),sigmoid,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.049917978001758456,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04890827601775527,38,1.0,1.0,,,0.04449022118933499,0.004418054828420281,42.0,414.0
gauss,1,double(precise),double(precise),sigmoid,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.050122077809646726,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04783106409013271,35,1.0,1.0,,,0.042523550102487206,0.005307513987645507,42.0,414.0
gauss,2,double(precise),double(precise),sigmoid,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.049820112995803356,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.0482026191893965,38,1.0,1.0,,,0.04374450701288879,0.004458112176507711,42.0,414.0
gauss,3,double(precise),double(precise),sigmoid,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05030561098828912,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04640641389414668,38,1.0,1.0,,,0.04168051481246948,0.004725899081677198,42.0,414.0
gauss,1,double(precise),double(precise),sigmoid,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04997211298905313,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04675983404740691,35,1.0,1.0,,,0.04235812905244529,0.004401704994961619,42.0,414.0
gauss,2,double(precise),double(precise),sigmoid,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04971167701296508,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04621947417035699,38,1.0,1.0,,,0.04188521113246679,0.004334263037890196,42.0,414.0
gauss,3,double(precise),double(precise),sigmoid,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04941773181781173,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.047393855871632695,38,1.0,1.0,,,0.04284759284928441,0.004546263022348285,42.0,414.0
gauss,1,double(precise),double(precise),sigmoid,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04965355293825269,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.045994871063157916,35,1.0,1.0,,,0.04168310295790434,0.004311768105253577,42.0,414.0
gauss,2,double(precise),double(precise),sigmoid,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05018595210276544,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.048351969104260206,38,1.0,1.0,,,0.043612952111288905,0.004739016992971301,42.0,414.0
gauss,3,double(precise),double(precise),sigmoid,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04941764008253813,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04659708007238805,38,1.0,1.0,,,0.04215942812152207,0.004437651950865984,42.0,414.0
gauss,1,double(precise),double(precise),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04832515097223222,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.045358373085036874,35,1.0,1.0,,,0.0409980530384928,0.004360320046544075,41.0,413.0
gauss,2,double(precise),double(precise),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.0626561171375215,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.053925006184726954,37,1.0,1.0,,,0.04958529118448496,0.004339715000241995,41.0,413.0
gauss,3,double(precise),double(precise),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.049305150052532554,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04407579195685685,37,1.0,1.0,,,0.03930062591098249,0.004775166045874357,41.0,413.0
gauss,1,double(precise),double(precise),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.049317154102027416,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04873431287705898,35,1.0,1.0,,,0.044483017874881625,0.004251295002177358,40.0,413.0
gauss,2,double(precise),double(precise),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04805985186249018,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.049628969049081206,41,1.0,1.0,,,0.044636633945629,0.004992335103452206,40.0,413.0
gauss,3,double(precise),double(precise),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05042397603392601,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.050397433107718825,36,1.0,1.0,,,0.046105240005999804,0.004292193101719022,40.0,413.0
gauss,1,double(precise),double(precise),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.0550610760692507,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05565414181910455,35,1.0,1.0,,,0.05053708399645984,0.0051170578226447105,40.0,413.0
gauss,2,double(precise),double(precise),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04993759095668793,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.051782913971692324,41,1.0,1.0,,,0.04700962407514453,0.004773289896547794,40.0,413.0
gauss,3,double(precise),double(precise),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.049272297881543636,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04962413804605603,36,1.0,1.0,,,0.045438559958711267,0.004185578087344766,40.0,413.0
gauss,1,double(precise),double(precise),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04901233711279929,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05169868189841509,35,1.0,1.0,,,0.04730514297261834,0.004393538925796747,40.0,413.0
gauss,2,double(precise),double(precise),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05412400118075311,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05260430905036628,41,1.0,1.0,,,0.04792031901888549,0.004683990031480789,40.0,413.0
gauss,3,double(precise),double(precise),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05030498979613185,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.051902286941185594,36,1.0,1.0,,,0.04700694605708122,0.004895340884104371,40.0,413.0
gauss,1,double(precise),double(precise),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.06013809097930789,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.0510917529463768,35,1.0,1.0,,,0.046692920848727226,0.004398832097649574,40.0,413.0
gauss,2,double(precise),double(precise),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.054051458137109876,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05386221711523831,41,1.0,1.0,,,0.049263949040323496,0.004598268074914813,40.0,413.0
gauss,3,double(precise),double(precise),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04926667385734618,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.050745700020343065,36,1.0,1.0,,,0.04662283998914063,0.0041228600312024355,40.0,413.0
gauss,1,double(precise),double(precise),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.046350860968232155,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04259033198468387,35,1.0,1.0,,,0.03868376184254885,0.003906570142135024,41.0,413.0
gauss,2,double(precise),double(precise),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04827543091960251,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.047620892990380526,37,1.0,1.0,,,0.04380484018474817,0.003816052805632353,41.0,413.0
gauss,3,double(precise),double(precise),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.046796574955806136,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.047576891956850886,37,1.0,1.0,,,0.04154840693809092,0.006028485018759966,41.0,413.0
gauss,1,double(precise),double(precise),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04975262517109513,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04864926193840802,35,1.0,1.0,,,0.04376538097858429,0.004883880959823728,42.0,414.0
gauss,2,double(precise),double(precise),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.054100973065942526,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04694554605521262,38,1.0,1.0,,,0.04243822209537029,0.004507323959842324,42.0,414.0
gauss,3,double(precise),double(precise),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05017848196439445,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04623244795948267,38,1.0,1.0,,,0.041560126934200525,0.0046723210252821445,42.0,414.0
gauss,1,double(precise),double(precise),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04945535585284233,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04954312392510474,35,1.0,1.0,,,0.04489105800166726,0.004652065923437476,42.0,414.0
gauss,2,double(precise),double(precise),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.054665211122483015,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04753224388696253,38,1.0,1.0,,,0.042896734084933996,0.004635509802028537,42.0,414.0
gauss,3,double(precise),double(precise),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05516047100536525,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.046943288994953036,38,1.0,1.0,,,0.04245531698688865,0.004487972008064389,42.0,414.0
gauss,1,double(precise),double(precise),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04892053082585335,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04617880890145898,35,1.0,1.0,,,0.04194963607005775,0.004229172831401229,42.0,414.0
gauss,2,double(precise),double(precise),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.048415136989206076,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04512635990977287,38,1.0,1.0,,,0.040896164951846004,0.004230194957926869,42.0,414.0
gauss,3,double(precise),double(precise),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.051013404969125986,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04660881496965885,38,1.0,1.0,,,0.04202400497160852,0.004584809998050332,42.0,414.0
gauss,1,double(precise),double(precise),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.057121007004752755,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04582141898572445,35,1.0,1.0,,,0.041751115815714,0.0040703031700104475,42.0,414.0
gauss,2,double(precise),double(precise),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05082826712168753,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.048465306870639324,38,1.0,1.0,,,0.04213533992879093,0.006329966941848397,42.0,414.0
gauss,3,double(precise),double(precise),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05230053304694593,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.046674761921167374,38,1.0,1.0,,,0.04188607190735638,0.004788690013810992,42.0,414.0
gauss,1,double(precise),double(precise),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.051578078884631395,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.044962330954149365,35,1.0,1.0,,,0.040695040952414274,0.004267290001735091,41.0,413.0
gauss,2,double(precise),double(precise),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05311997304670513,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.043583231046795845,37,1.0,1.0,,,0.039846712024882436,0.0037365190219134092,41.0,413.0
gauss,3,double(precise),double(precise),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04981816397048533,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04480374604463577,37,1.0,1.0,,,0.040728728054091334,0.004075017990544438,41.0,413.0
gauss,1,double(precise),double(precise),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05046981992200017,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05028604483231902,35,1.0,1.0,,,0.045239516999572515,0.005046527832746506,40.0,413.0
gauss,2,double(precise),double(precise),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04976082197390497,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04847226804122329,41,1.0,1.0,,,0.044275440042838454,0.004196827998384833,40.0,413.0
gauss,3,double(precise),double(precise),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.050903500989079475,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.050175231881439686,36,1.0,1.0,,,0.04574191779829562,0.004433314083144069,40.0,413.0
gauss,1,double(precise),double(precise),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04907591198571026,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04894570214673877,35,1.0,1.0,,,0.044779895106330514,0.004165807040408254,40.0,413.0
gauss,2,double(precise),double(precise),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.049010464921593666,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.049982701893895864,41,1.0,1.0,,,0.045515829930081964,0.004466871963813901,40.0,413.0
gauss,3,double(precise),double(precise),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.050213418900966644,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05119135696440935,36,1.0,1.0,,,0.04677401203662157,0.004417344927787781,40.0,413.0
gauss,1,double(precise),double(precise),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04864784795790911,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.050491865957155824,35,1.0,1.0,,,0.04596227593719959,0.004529590019956231,40.0,413.0
gauss,2,double(precise),double(precise),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04958246718160808,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.050430532079190016,41,1.0,1.0,,,0.0462115581613034,0.004218973917886615,40.0,413.0
gauss,3,double(precise),double(precise),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05302110803313553,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.051360270008444786,36,1.0,1.0,,,0.04697298794053495,0.004387282067909837,40.0,413.0
gauss,1,double(precise),double(precise),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04937105905264616,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.051579875871539116,35,1.0,1.0,,,0.046597098000347614,0.004982777871191502,40.0,413.0
gauss,2,double(precise),double(precise),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04991958197206259,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05051537789404392,41,1.0,1.0,,,0.04535391181707382,0.0051614660769701,40.0,413.0
gauss,3,double(precise),double(precise),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04979764297604561,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04810855118557811,36,1.0,1.0,,,0.043949974002316594,0.004158577183261514,40.0,413.0
gauss,1,double(precise),double(precise),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.049511171877384186,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04666822496801615,39,1.0,1.0,,,0.0419266561511904,0.0047415688168257475,43.0,415.0
gauss,2,double(precise),double(precise),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.048258404014632106,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.047379974042996764,38,1.0,1.0,,,0.043100148206576705,0.004279825836420059,43.0,415.0
gauss,3,double(precise),double(precise),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05087905190885067,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04747096309438348,37,1.0,1.0,,,0.04350133612751961,0.003969626966863871,43.0,415.0
gauss,1,double(precise),double(precise),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04980934993363917,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.048667516093701124,37,1.0,1.0,,,0.0445134281180799,0.0041540879756212234,41.0,413.0
gauss,2,double(precise),double(precise),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05021594697609544,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.049931067042052746,39,1.0,1.0,,,0.045293349074199796,0.00463771796785295,41.0,413.0
gauss,3,double(precise),double(precise),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04833666794002056,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04875847906805575,40,1.0,1.0,,,0.043702244060114026,0.005056235007941723,41.0,413.0
