dataset,repeat,approach,mode,kernel,C,gamma,tol_single,tol_double,buffer_frac,tol_schedule,final_tol,min_rel_drop,time_sec,n_sv,roc_auc,accuracy,iters_single,iters_double,time_stageA,time_stageB,n_sv_stageA,n_used_stageB
gauss,1,double(precise),double(precise),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05003764806315303,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05666791298426688,37,1.0,1.0,,,0.05145634291693568,0.005211570067331195,41.0,413.0
gauss,2,double(precise),double(precise),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.049230027943849564,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04912142199464142,39,1.0,1.0,,,0.04479298507794738,0.004328436916694045,41.0,413.0
gauss,3,double(precise),double(precise),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05027828388847411,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05292451591230929,40,1.0,1.0,,,0.04757141205482185,0.00535310385748744,41.0,413.0
gauss,1,double(precise),double(precise),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.051913363859057426,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04957753699272871,37,1.0,1.0,,,0.045491951052099466,0.004085585940629244,41.0,413.0
gauss,2,double(precise),double(precise),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.0507931150496006,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04935894510708749,39,1.0,1.0,,,0.04493478802032769,0.004424157086759806,41.0,413.0
gauss,3,double(precise),double(precise),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.050670547876507044,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04944167798385024,40,1.0,1.0,,,0.045116084860637784,0.004325593123212457,41.0,413.0
gauss,1,double(precise),double(precise),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04684436088427901,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.047315183794125915,37,1.0,1.0,,,0.04300824995152652,0.004306933842599392,41.0,413.0
gauss,2,double(precise),double(precise),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04657580400817096,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04741384997032583,39,1.0,1.0,,,0.04306593211367726,0.004347917856648564,41.0,413.0
gauss,3,double(precise),double(precise),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04801956005394459,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04588753287680447,40,1.0,1.0,,,0.04150331788696349,0.004384214989840984,41.0,413.0
gauss,1,double(precise),double(precise),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04696930292993784,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.044352645985782146,39,1.0,1.0,,,0.03978809900581837,0.0045645469799637794,43.0,415.0
gauss,2,double(precise),double(precise),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04573145601898432,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.044157027965411544,38,1.0,1.0,,,0.03967171302065253,0.004485314944759011,43.0,415.0
gauss,3,double(precise),double(precise),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04639439401216805,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04725441616028547,37,1.0,1.0,,,0.042283123126253486,0.004971293034031987,43.0,415.0
gauss,1,double(precise),double(precise),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.047389070969074965,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05012352089397609,35,1.0,1.0,,,0.045913776848465204,0.004209744045510888,40.0,413.0
gauss,2,double(precise),double(precise),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.046203332021832466,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04813753184862435,41,1.0,1.0,,,0.04380117589607835,0.0043363559525460005,40.0,413.0
gauss,3,double(precise),double(precise),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04917995119467378,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05171785084530711,36,1.0,1.0,,,0.04734683083370328,0.004371020011603832,40.0,413.0
gauss,1,double(precise),double(precise),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04700924106873572,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04868903197348118,35,1.0,1.0,,,0.04450552607886493,0.004183505894616246,40.0,413.0
gauss,2,double(precise),double(precise),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.047747237142175436,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.0506387569475919,41,1.0,1.0,,,0.045876902993768454,0.004761853953823447,40.0,413.0
gauss,3,double(precise),double(precise),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04792903200723231,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.048426302848383784,36,1.0,1.0,,,0.043634261935949326,0.004792040912434459,40.0,413.0
gauss,1,double(precise),double(precise),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04566592304036021,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04935470293276012,35,1.0,1.0,,,0.044292249949648976,0.005062452983111143,40.0,413.0
gauss,2,double(precise),double(precise),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04616821091622114,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04814957384951413,41,1.0,1.0,,,0.04333874979056418,0.004810824058949947,40.0,413.0
gauss,3,double(precise),double(precise),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04614334600046277,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04811960714869201,36,1.0,1.0,,,0.043975390028208494,0.004144217120483518,40.0,413.0
gauss,1,double(precise),double(precise),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.0465804620180279,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.048423794098198414,35,1.0,1.0,,,0.04418716602958739,0.004236628068611026,40.0,413.0
gauss,2,double(precise),double(precise),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05260250298306346,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.06052903179079294,41,1.0,1.0,,,0.05551576497964561,0.005013266811147332,40.0,413.0
gauss,3,double(precise),double(precise),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04838074208237231,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04838472604751587,36,1.0,1.0,,,0.04427117807790637,0.004113547969609499,40.0,413.0
gauss,1,double(precise),double(precise),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.043699922040104866,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04228698695078492,39,1.0,1.0,,,0.03799211583100259,0.004294871119782329,43.0,415.0
gauss,2,double(precise),double(precise),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04506248189136386,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04327657795511186,38,1.0,1.0,,,0.03897878201678395,0.0042977959383279085,43.0,415.0
gauss,3,double(precise),double(precise),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.046826986130326986,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04514558520168066,37,1.0,1.0,,,0.04085539700463414,0.004290188197046518,43.0,415.0
gauss,1,double(precise),double(precise),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04892319208011031,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04396722977980971,37,1.0,1.0,,,0.03984399791806936,0.004123231861740351,41.0,413.0
gauss,2,double(precise),double(precise),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04506824817508459,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04472166788764298,39,1.0,1.0,,,0.040505072800442576,0.004216595087200403,41.0,413.0
gauss,3,double(precise),double(precise),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04466394102200866,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04340097191743553,40,1.0,1.0,,,0.03913584491237998,0.004265127005055547,41.0,413.0
gauss,1,double(precise),double(precise),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04398874402977526,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04305403190664947,37,1.0,1.0,,,0.039077316876500845,0.003976715030148625,41.0,413.0
gauss,2,double(precise),double(precise),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.045019112061709166,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04491440486162901,39,1.0,1.0,,,0.04076061095111072,0.004153793910518289,41.0,413.0
gauss,3,double(precise),double(precise),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04390084301121533,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.044658571947366,40,1.0,1.0,,,0.0402150209993124,0.004443550948053598,41.0,413.0
gauss,1,double(precise),double(precise),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04505873890593648,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.043614935129880905,37,1.0,1.0,,,0.03962688520550728,0.003988049924373627,41.0,413.0
gauss,2,double(precise),double(precise),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.045376783004030585,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.046035449020564556,39,1.0,1.0,,,0.04131514998152852,0.0047202990390360355,41.0,413.0
gauss,3,double(precise),double(precise),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.0451608938165009,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04379582405090332,40,1.0,1.0,,,0.039589830907061696,0.004205993143841624,41.0,413.0
gauss,1,double(precise),double(precise),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.045415417989715934,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.043375397101044655,37,1.0,1.0,,,0.0386182211805135,0.004757175920531154,41.0,413.0
gauss,2,double(precise),double(precise),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.043342024087905884,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.043463851092383265,39,1.0,1.0,,,0.03917797212488949,0.0042858789674937725,41.0,413.0
gauss,3,double(precise),double(precise),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04535325919277966,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04334635706618428,40,1.0,1.0,,,0.03901552804745734,0.004330829018726945,41.0,413.0
gauss,1,double(precise),double(precise),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.045110274106264114,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04243431589566171,39,1.0,1.0,,,0.038318544859066606,0.004115771036595106,43.0,415.0
gauss,2,double(precise),double(precise),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04330237000249326,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.0436728079803288,38,1.0,1.0,,,0.03870511008426547,0.004967697896063328,43.0,415.0
gauss,3,double(precise),double(precise),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.046199878910556436,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.042159518925473094,37,1.0,1.0,,,0.038342305924743414,0.00381721300072968,43.0,415.0
gauss,1,double(precise),double(precise),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.044030659133568406,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.0472692649345845,35,1.0,1.0,,,0.043188700918108225,0.0040805640164762735,40.0,413.0
gauss,2,double(precise),double(precise),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.045421263901516795,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.045956616988405585,41,1.0,1.0,,,0.041818970115855336,0.004137646872550249,40.0,413.0
gauss,3,double(precise),double(precise),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.044011608930304646,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.046184211038053036,36,1.0,1.0,,,0.042183975921943784,0.004000235116109252,40.0,413.0
gauss,1,double(precise),double(precise),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.044849841855466366,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.046190400840714574,35,1.0,1.0,,,0.04224228789098561,0.003948112949728966,40.0,413.0
gauss,2,double(precise),double(precise),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04534053895622492,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04663173598237336,41,1.0,1.0,,,0.04235722287558019,0.004274513106793165,40.0,413.0
gauss,3,double(precise),double(precise),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.044592517893761396,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04533835407346487,36,1.0,1.0,,,0.04143502493388951,0.003903329139575362,40.0,413.0
gauss,1,double(precise),double(precise),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04345335508696735,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.05410750093869865,35,1.0,1.0,,,0.048459362937137485,0.005648138001561165,40.0,413.0
gauss,2,double(precise),double(precise),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04355464200489223,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04724938585422933,41,1.0,1.0,,,0.04179402394220233,0.005455361912027001,40.0,413.0
gauss,3,double(precise),double(precise),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04399120295420289,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04601355688646436,36,1.0,1.0,,,0.04202815401367843,0.003985402872785926,40.0,413.0
gauss,1,double(precise),double(precise),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04436562396585941,40,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04622286697849631,35,1.0,1.0,,,0.042156285140663385,0.004066581837832928,40.0,413.0
gauss,2,double(precise),double(precise),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04506705910898745,40,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.046303624054417014,41,1.0,1.0,,,0.04218739201314747,0.004116232041269541,40.0,413.0
gauss,3,double(precise),double(precise),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.045663724187761545,40,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),sigmoid,4.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.04633601591922343,36,1.0,1.0,,,0.04238098789937794,0.003955028019845486,40.0,413.0
